"entity_id","entity_name","entity_code","team_id","total_pitches","total_pitches","total_pitches_empty","median_seconds_empty","total_pitches_onbase","median_seconds_empty","freq_hot","freq_warm","freq_cold"
642659,"Espinal, Raynel","Pit",113,32,32,25,16.381,7,16.381,0.34375,0.65625,0
624133,"Suárez, Ranger","Pit",143,1227,1227,791,16.406,436,16.406,0.2143439282803586,0.7440912795436023,0.04156479217603912
641712,"Hudson, Dakota","Pit",138,1098,1098,669,16.42,429,16.42,0.1766848816029144,0.7522768670309654,0.07103825136612021
672715,"Patiño, Luis","Pit",139,158,158,95,16.423,63,16.423,0.2088607594936709,0.740506329113924,0.05063291139240506
659262,"Espinoza, Anderson","Pit",112,191,191,113,16.437,78,16.437,0.14659685863874344,0.806282722513089,0.04712041884816754
657746,"Ryan, Joe","Pit",142,1032,1032,674,16.439,358,16.439,0.2063953488372093,0.7374031007751938,0.0562015503875969
664353,"Urquidy, José","Pit",117,1134,1134,717,16.44,417,16.44,0.21075837742504408,0.7530864197530864,0.036155202821869487
642203,"Widener, Taylor","Pit",109,132,132,75,16.455,57,16.455,0.10606060606060606,0.8333333333333334,0.06060606060606061
622766,"Diaz, Miguel","Pit",116,23,23,17,16.471,6,16.471,0.21739130434782608,0.7391304347826086,0.043478260869565216
686753,"Jameson, Drey","Pit",109,171,171,123,16.482,48,16.482,0.1286549707602339,0.8421052631578947,0.029239766081871343
669923,"Kirby, George","Pit",136,889,889,569,16.483,320,16.483,0.17885264341957255,0.7581552305961755,0.06299212598425197
595939,"Ellis, Chris","Pit",110,39,39,20,16.509,19,16.509,0.1282051282051282,0.7692307692307693,0.10256410256410256
656232,"Bielak, Brandon","Pit",117,114,114,65,16.514,49,16.514,0.14035087719298245,0.8157894736842105,0.043859649122807015
641540,"Dunning, Dane","Pit",140,1209,1209,767,16.515,442,16.515,0.1968569065343259,0.7468982630272953,0.05624483043837883
670912,"Oviedo, Johan","Pit",134,445,445,270,16.518,175,16.518,0.19775280898876405,0.750561797752809,0.051685393258426963
670124,"Oller, Adam","Pit",133,593,593,359,16.52,234,16.52,0.1736930860033727,0.7757166947723441,0.050590219224283306
666159,"Manning, Matt","Pit",116,441,441,298,16.539,143,16.539,0.18140589569160998,0.7913832199546486,0.027210884353741496
573186,"Stroman, Marcus","Pit",112,1047,1047,708,16.545,339,16.545,0.20152817574021012,0.7621776504297995,0.03629417382999045
570632,"Ureña, José","Pit",115,741,741,453,16.561,288,16.561,0.17273954116059378,0.7611336032388664,0.06612685560053981
502179,"Espino, Paolo","Pit",120,932,932,628,16.562,304,16.562,0.18240343347639484,0.7725321888412017,0.045064377682403435
468504,"Chacín, Jhoulys","Pit",115,362,362,195,16.582,167,16.582,0.15193370165745856,0.7928176795580111,0.055248618784530384
621219,"Mills, Alec","Pit",112,138,138,83,16.589,55,16.589,0.13768115942028986,0.8405797101449275,0.021739130434782608
621383,"Banks, Tanner","Pit",145,398,398,252,16.598,146,16.598,0.16331658291457288,0.7989949748743719,0.03768844221105527
453286,"Scherzer, Max","Pit",121,931,931,702,16.612,229,16.612,0.21374865735767992,0.7475832438238453,0.03866809881847476
621121,"McCullers Jr., Lance","Pit",117,375,375,229,16.612,146,16.612,0.17066666666666666,0.712,0.11733333333333333
641627,"Gott, Trevor","Pit",158,378,378,222,16.62,156,16.62,0.12962962962962962,0.8068783068783069,0.06349206349206349
678692,"Henriquez, Ronny","Pit",142,83,83,40,16.625,43,16.625,0.0963855421686747,0.891566265060241,0.012048192771084338
666619,"Santos, Gregory","Pit",137,33,33,16,16.634,17,16.634,0.15151515151515152,0.8484848484848485,0
571917,"Markel, Parker","Pit",133,36,36,8,16.64,28,16.64,0,0.9444444444444444,0.05555555555555555
554430,"Wheeler, Zack","Pit",143,1030,1030,696,16.643,334,16.643,0.2,0.7495145631067961,0.05048543689320388
657006,"Steele, Justin","Pit",112,941,941,564,16.647,377,16.647,0.18172157279489903,0.7768331562167906,0.04144527098831031
593974,"Peralta, Wandy","Pit",147,335,335,214,16.651,121,16.651,0.24477611940298508,0.6776119402985075,0.07761194029850746
605242,"Fulmer, Michael","Pit",142,507,507,287,16.658,220,16.658,0.1301775147928994,0.7810650887573964,0.08875739644970414
519242,"Sale, Chris","Pit",111,56,56,33,16.66,23,16.66,0.08928571428571429,0.8571428571428571,0.05357142857142857
628452,"Iglesias, Raisel","Pit",144,426,426,260,16.663,166,16.663,0.17370892018779344,0.7511737089201878,0.07511737089201878
666142,"Ragans, Cole","Pit",140,312,312,190,16.665,122,16.665,0.1794871794871795,0.7788461538461539,0.041666666666666664
475479,"Phelps, David","Pit",141,578,578,314,16.666,264,16.666,0.19204152249134948,0.7145328719723183,0.09342560553633218
501381,"Pineda, Michael","Pit",116,321,321,233,16.685,88,16.685,0.2118380062305296,0.7102803738317757,0.0778816199376947
667463,"King, John","Pit",140,340,340,175,16.698,165,16.698,0.11470588235294117,0.8441176470588235,0.041176470588235294
669160,"May, Dustin","Pit",119,223,223,145,16.698,78,16.698,0.13901345291479822,0.7533632286995515,0.10762331838565023
666129,"Garrett, Braxton","Pit",146,649,649,434,16.7,215,16.7,0.1694915254237288,0.765793528505393,0.06471494607087827
676974,"Meyer, Max","Pit",146,41,41,39,16.707,2,16.707,0.21951219512195122,0.7317073170731707,0.04878048780487805
572125,"Selman, Sam","Pit",133,146,146,99,16.745,47,16.745,0.18493150684931506,0.773972602739726,0.0410958904109589
605194,"Cotton, Jharel","Pit",137,314,314,175,16.746,139,16.746,0.18789808917197454,0.7547770700636943,0.05732484076433121
669169,"Heasley, Jonathan","Pit",118,841,841,489,16.75,352,16.75,0.15338882282996433,0.807372175980975,0.039239001189060645
640444,"Crowe, Wil","Pit",134,635,635,399,16.75,236,16.75,0.17480314960629922,0.7417322834645669,0.08346456692913386
681867,"Criswell, Cooper","Pit",139,24,24,23,16.763,1,16.763,0.20833333333333334,0.7916666666666666,0
642657,"Ogando, Cristofer","Pit",139,36,36,14,16.786,22,16.786,0.08333333333333333,0.9166666666666666,0
680739,"Winder, Josh","Pit",142,508,508,343,16.79,165,16.79,0.17716535433070865,0.7460629921259843,0.07677165354330709
425794,"Wainwright, Adam","Pit",138,1554,1554,1000,16.797,554,16.797,0.19111969111969113,0.7400257400257401,0.06885456885456885
656970,"Smeltzer, Devin","Pit",142,542,542,376,16.814,166,16.814,0.11439114391143912,0.8597785977859779,0.025830258302583026
667465,"Fletcher, Aaron","Pit",134,85,85,58,16.827,27,16.827,0.11764705882352941,0.8705882352941177,0.011764705882352941
669214,"Menez, Conner","Pit",112,12,12,4,16.836,8,16.836,0,1,0
663562,"Davis, Noah","Pit",115,18,18,9,16.838,9,16.838,0,0.9444444444444444,0.05555555555555555
663773,"Hoeing, Bryan","Pit",146,140,140,81,16.844,59,16.844,0.08571428571428572,0.8857142857142857,0.02857142857142857
688010,"Fisher, Nate","Pit",121,21,21,15,16.847,6,16.847,0.14285714285714285,0.7142857142857143,0.14285714285714285
608716,"Steckenrider, Drew","Pit",136,118,118,74,16.854,44,16.854,0.11864406779661017,0.8050847457627118,0.07627118644067797
623451,"Stephens, Jackson","Pit",144,426,426,233,16.858,193,16.858,0.1643192488262911,0.7347417840375586,0.10093896713615023
607237,"Garrett, Amir","Pit",118,374,374,166,16.864,208,16.864,0.14705882352941177,0.8155080213903744,0.0374331550802139
502171,"Cobb, Alex","Pit",137,1153,1153,747,16.876,406,16.876,0.20034692107545535,0.7276669557675629,0.07198612315698179
669270,"Kuhnel, Joel","Pit",113,425,425,244,16.89,181,16.89,0.17647058823529413,0.7835294117647059,0.04
675911,"Strider, Spencer","Pit",144,1006,1006,713,16.891,293,16.891,0.16500994035785288,0.7852882703777336,0.04970178926441352
621107,"Eflin, Zach","Pit",143,543,543,361,16.907,182,16.907,0.16390423572744015,0.7826887661141805,0.053406998158379376
605397,"Musgrove, Joe","Pit",135,1339,1339,889,16.908,450,16.908,0.1179985063480209,0.7998506348020911,0.08215085884988797
658431,"Medina, Adonis","Pit",121,185,185,106,16.912,79,16.912,0.16756756756756758,0.7891891891891892,0.043243243243243246
656814,"Ortiz, Luis","Pit",137,51,51,31,16.936,20,16.936,0.0784313725490196,0.8627450980392157,0.058823529411764705
668678,"Gallen, Zac","Pit",109,1314,1314,975,16.937,339,16.937,0.2054794520547945,0.6963470319634704,0.09817351598173515
608648,"Duffey, Tyler","Pit",142,353,353,225,16.946,128,16.946,0.09348441926345609,0.8526912181303116,0.053824362606232294
446372,"Kluber, Corey","Pit",139,1085,1085,725,16.964,360,16.964,0.12903225806451613,0.8331797235023042,0.03778801843317972
676710,"Crawford, Kutter","Pit",111,589,589,404,16.967,185,16.967,0.1765704584040747,0.7402376910016978,0.0831918505942275
664337,"Yajure, Miguel","Pit",134,220,220,119,16.967,101,16.967,0.13636363636363635,0.7909090909090909,0.07272727272727272
518876,"Kelly, Merrill","Pit",109,1385,1385,936,16.982,449,16.982,0.16534296028880865,0.7776173285198555,0.05703971119133574
676083,"Junk, Janson","Pit",108,74,74,47,16.983,27,16.983,0.05405405405405406,0.918918918918919,0.02702702702702703
607625,"Lugo, Seth","Pit",121,536,536,330,16.988,206,16.988,0.17350746268656717,0.7873134328358209,0.03917910447761194
543294,"Hendricks, Kyle","Pit",112,653,653,443,16.989,210,16.989,0.10719754977029096,0.8698315467075038,0.022970903522205207
518553,"Cishek, Steve","Pit",120,604,604,345,16.996,259,16.996,0.10596026490066225,0.8543046357615894,0.039735099337748346
661395,"Duran, Jhoan","Pit",142,394,394,253,17.001,141,17.001,0.1802030456852792,0.6903553299492385,0.12944162436548223
664202,"Cyr, Tyler","Pit",133,99,99,63,17.017,36,17.017,0.1414141414141414,0.8181818181818182,0.04040404040404041
601713,"Pivetta, Nick","Pit",111,1394,1394,845,17.019,549,17.019,0.1398852223816356,0.7525107604017217,0.10760401721664276
488984,"Hunter, Tommy","Pit",121,139,139,75,17.032,64,17.032,0.1079136690647482,0.8561151079136691,0.03597122302158273
643511,"Rogers, Tyler","Pit",137,600,600,348,17.04,252,17.04,0.055,0.925,0.02
660825,"Bazardo, Eduard","Pit",111,112,112,76,17.041,36,17.041,0.16964285714285715,0.7857142857142857,0.044642857142857144
641816,"Mahle, Tyler","Pit",142,1027,1027,682,17.046,345,17.046,0.17818889970788704,0.7702044790652386,0.05160662122687439
594798,"deGrom, Jacob","Pit",121,381,381,321,17.073,60,17.073,0.2073490813648294,0.7506561679790026,0.04199475065616798
622694,"Hernandez, Elieser","Pit",146,480,480,320,17.086,160,17.086,0.15416666666666667,0.8020833333333334,0.04375
656354,"Davis, Austin","Pit",142,530,530,296,17.102,234,17.102,0.1169811320754717,0.8566037735849057,0.026415094339622643
660593,"Reyes, Denyi","Pit",110,43,43,28,17.113,15,17.113,0.16279069767441862,0.813953488372093,0.023255813953488372
623485,"Goudeau, Ashton","Pit",115,170,170,83,17.127,87,17.127,0.08823529411764706,0.8705882352941177,0.041176470588235294
681885,"Lee, Evan","Pit",120,86,86,56,17.129,30,17.129,0.1744186046511628,0.7093023255813954,0.11627906976744186
668881,"Greene, Hunter","Pit",113,957,957,659,17.132,298,17.132,0.16300940438871472,0.7972831765935214,0.03970741901776385
572971,"Keuchel, Dallas","Pit",140,551,551,301,17.133,250,17.133,0.0852994555353902,0.8802177858439202,0.034482758620689655
548389,"Stripling, Ross","Pit",141,898,898,634,17.136,264,17.136,0.15256124721603564,0.8151447661469933,0.03229398663697105
663978,"Paddack, Chris","Pit",142,153,153,115,17.138,38,17.138,0.16339869281045752,0.7712418300653595,0.06535947712418301
592791,"Taillon, Jameson","Pit",147,1287,1287,858,17.141,429,17.141,0.12354312354312354,0.8383838383838383,0.03807303807303807
657612,"Hill, Tim","Pit",135,370,370,205,17.147,165,17.147,0.11351351351351352,0.8432432432432433,0.043243243243243246
659275,"Lamet, Dinelson","Pit",115,270,270,146,17.151,124,17.151,0.14444444444444443,0.7925925925925926,0.06296296296296296
641501,"Danish, Tyler","Pit",111,340,340,232,17.169,108,17.169,0.1323529411764706,0.8441176470588235,0.023529411764705882
592866,"Williams, Trevor","Pit",121,644,644,439,17.173,205,17.173,0.12888198757763975,0.8322981366459627,0.03881987577639751
669060,"Wilson, Bryse","Pit",134,866,866,523,17.174,343,17.174,0.12124711316397228,0.8464203233256351,0.03233256351039261
666157,"Lodolo, Nick","Pit",113,850,850,533,17.176,317,17.176,0.11411764705882353,0.8435294117647059,0.042352941176470586
434671,"Sánchez, Aníbal","Pit",120,570,570,392,17.19,178,17.19,0.1456140350877193,0.8070175438596491,0.04736842105263158
663556,"McClanahan, Shane","Pit",139,1120,1120,803,17.196,317,17.196,0.16785714285714284,0.8008928571428572,0.03125
663975,"Duron, Nick","Pit",143,8,8,4,17.234,4,17.234,0,1,0
665152,"Kremer, Dean","Pit",110,852,852,566,17.239,286,17.239,0.1431924882629108,0.7922535211267606,0.06455399061032864
607536,"Freeland, Kyle","Pit",115,1313,1313,834,17.239,479,17.239,0.13023610053313023,0.7951256664127951,0.07463823305407463
668970,"Hollowell, Gavin","Pit",115,73,73,34,17.239,39,17.239,0.1095890410958904,0.7671232876712328,0.1232876712328767
642121,"Sulser, Cole","Pit",146,259,259,163,17.248,96,17.248,0.13127413127413126,0.833976833976834,0.03474903474903475
571710,"Givens, Mychal","Pit",121,500,500,270,17.249,230,17.249,0.124,0.802,0.074
643316,"Fry, Paul","Pit",109,111,111,45,17.261,66,17.261,0.04504504504504504,0.9009009009009009,0.05405405405405406
669432,"Rogers, Trevor","Pit",146,860,860,534,17.276,326,17.276,0.09651162790697675,0.8255813953488372,0.07790697674418605
665896,"Marte, Jose","Pit",108,141,141,50,17.289,91,17.289,0.0851063829787234,0.8723404255319149,0.0425531914893617
657376,"Schmidt, Clarke","Pit",147,428,428,217,17.293,211,17.293,0.09813084112149532,0.8084112149532711,0.09345794392523364
676050,"Naughton, Packy","Pit",138,276,276,164,17.3,112,17.3,0.16666666666666666,0.782608695652174,0.050724637681159424
666374,"Brash, Matt","Pit",136,458,458,231,17.302,227,17.302,0.1222707423580786,0.8056768558951966,0.07205240174672489
641656,"Hamilton, Ian","Pit",142,18,18,8,17.305,10,17.305,0,1,0
665645,"Castro, Kervin","Pit",112,121,121,74,17.307,47,17.307,0.18181818181818182,0.7933884297520661,0.024793388429752067
450203,"Morton, Charlie","Pit",144,1367,1367,935,17.319,432,17.319,0.14923189465983908,0.7959034381858083,0.0548646671543526
622253,"Tate, Dillon","Pit",110,485,485,286,17.322,199,17.322,0.10103092783505155,0.8474226804123711,0.05154639175257732
663629,"Small, Ethan","Pit",158,65,65,30,17.325,35,17.325,0.15384615384615385,0.7692307692307693,0.07692307692307693
663372,"Feltner, Ryan","Pit",115,797,797,501,17.327,296,17.327,0.13801756587202008,0.8080301129234629,0.053952321204516936
607192,"Glasnow, Tyler","Pit",139,52,52,41,17.329,11,17.329,0.09615384615384616,0.8846153846153846,0.019230769230769232
657697,"Nittoli, Vinny","Pit",143,18,18,16,17.33,2,17.33,0.16666666666666666,0.8333333333333334,0
607200,"Fedde, Erick","Pit",120,1253,1253,741,17.332,512,17.332,0.12689545091779728,0.816440542697526,0.05666400638467677
669194,"Nelson, Ryne","Pit",109,126,126,92,17.349,34,17.349,0.10317460317460317,0.8650793650793651,0.031746031746031744
519008,"McFarland, T.J.","Pit",138,226,226,115,17.364,111,17.364,0.09292035398230089,0.8584070796460177,0.048672566371681415
502085,"Robertson, David","Pit",143,503,503,294,17.371,209,17.371,0.10139165009940358,0.856858846918489,0.041749502982107355
665795,"Cabrera, Edward","Pit",146,591,591,412,17.392,179,17.392,0.16751269035532995,0.7749576988155669,0.05752961082910321
621016,"Cuas, Jose","Pit",118,338,338,146,17.394,192,17.394,0.10059171597633136,0.8579881656804734,0.04142011834319527
502202,"Boxberger, Brad","Pit",158,533,533,290,17.407,243,17.407,0.0525328330206379,0.900562851782364,0.04690431519699812
641793,"Littell, Zack","Pit",137,315,315,178,17.408,137,17.408,0.13968253968253969,0.8444444444444444,0.015873015873015872
594577,"Mayers, Mike","Pit",108,406,406,276,17.417,130,17.417,0.1625615763546798,0.7684729064039408,0.06896551724137931
542881,"Anderson, Tyler","Pit",119,1083,1083,758,17.418,325,17.418,0.10156971375807941,0.8578024007386889,0.040627885503231764
656492,"Griffin, Foster","Pit",141,53,53,26,17.422,27,17.422,0.05660377358490566,0.8679245283018868,0.07547169811320754
607755,"Vasquez, Andrew","Pit",137,90,90,52,17.433,38,17.433,0.17777777777777778,0.8,0.022222222222222223
664871,"Dowdy, Kyle","Pit",113,41,41,23,17.437,18,17.437,0.07317073170731707,0.926829268292683,0
622075,"Almonte, Yency","Pit",119,226,226,149,17.439,77,17.439,0.06637168141592921,0.9026548672566371,0.030973451327433628
657508,"Baumann, Mike","Pit",110,245,245,137,17.444,108,17.444,0.13877551020408163,0.8163265306122449,0.044897959183673466
518516,"Bumgarner, Madison","Pit",109,1247,1247,748,17.444,499,17.444,0.11868484362469928,0.8227746591820368,0.05854049719326383
656427,"Flaherty, Jack","Pit",138,317,317,174,17.455,143,17.455,0.10410094637223975,0.8170347003154574,0.07886435331230283
623167,"Flexen, Chris","Pit",136,957,957,628,17.467,329,17.467,0.12121212121212122,0.8275862068965517,0.051201671891327065
650644,"Civale, Aaron","Pit",114,749,749,505,17.468,244,17.468,0.08945260347129506,0.8678237650200267,0.042723631508678236
666214,"Wentz, Joey","Pit",116,275,275,194,17.475,81,17.475,0.11636363636363636,0.8545454545454545,0.02909090909090909
641729,"Jiménez, Joe","Pit",116,384,384,254,17.494,130,17.494,0.078125,0.875,0.046875
622786,"Tinoco, Jesus","Pit",140,164,164,88,17.494,76,17.494,0.09146341463414634,0.8902439024390244,0.018292682926829267
607359,"Patton, Spencer","Pit",140,55,55,36,17.499,19,17.499,0.05454545454545454,0.8909090909090909,0.05454545454545454
641835,"Mayza, Tim","Pit",141,352,352,222,17.525,130,17.525,0.14772727272727273,0.7982954545454546,0.05397727272727273
608032,"Estévez, Carlos","Pit",115,457,457,280,17.559,177,17.559,0.12253829321663019,0.824945295404814,0.0525164113785558
686972,"Waites, Cole","Pit",137,45,45,22,17.56,23,17.56,0.044444444444444446,0.9333333333333333,0.022222222222222223
592712,"Sadzeck, Connor","Pit",158,24,24,11,17.567,13,17.567,0,0.875,0.125
676831,"Whitley, Kodi","Pit",138,120,120,64,17.584,56,17.584,0.058333333333333334,0.8833333333333333,0.058333333333333334
682051,"Hill, Garrett","Pit",116,476,476,279,17.588,197,17.588,0.07773109243697479,0.8823529411764706,0.03991596638655462
670950,"Richards, Trevor","Pit",141,553,553,356,17.596,197,17.596,0.10126582278481013,0.8607594936708861,0.0379746835443038
543037,"Cole, Gerrit","Pit",147,1490,1490,1042,17.603,448,17.603,0.14966442953020134,0.7771812080536913,0.07315436241610739
621242,"Díaz, Edwin","Pit",121,384,384,235,17.603,149,17.603,0.16145833333333334,0.796875,0.041666666666666664
621074,"Rucker, Michael","Pit",112,430,430,246,17.605,184,17.605,0.07441860465116279,0.8837209302325582,0.04186046511627907
678061,"Kerr, Ray","Pit",135,42,42,23,17.613,19,17.613,0.07142857142857142,0.7857142857142857,0.14285714285714285
643290,"Dunn, Justin","Pit",113,269,269,196,17.631,73,17.631,0.048327137546468404,0.9107806691449815,0.040892193308550186
642547,"Peralta, Freddy","Pit",158,667,667,464,17.632,203,17.632,0.10044977511244378,0.8350824587706147,0.06446776611694154
630023,"Chirinos, Yonny","Pit",139,43,43,20,17.633,23,17.633,0,0.8372093023255814,0.16279069767441862
605195,"Crick, Kyle","Pit",145,142,142,67,17.635,75,17.635,0.02112676056338028,0.9436619718309859,0.035211267605633804
571800,"Hutchison, Drew","Pit",116,776,776,474,17.643,302,17.643,0.125,0.8311855670103093,0.04381443298969072
500779,"Quintana, José","Pit",138,1245,1245,803,17.645,442,17.645,0.1285140562248996,0.8184738955823293,0.05301204819277108
663460,"Bubic, Kris","Pit",118,1055,1055,616,17.647,439,17.647,0.11848341232227488,0.833175355450237,0.04834123222748815
677865,"Bruihl, Justin","Pit",119,142,142,89,17.659,53,17.659,0.1056338028169014,0.8802816901408451,0.014084507042253521
608371,"Sims, Lucas","Pit",113,72,72,29,17.659,43,17.659,0.041666666666666664,0.9583333333333334,0
650204,"Ruiz, Norge","Pit",133,155,155,61,17.661,94,17.661,0.13548387096774195,0.8193548387096774,0.04516129032258064
656657,"Logue, Zach","Pit",133,484,484,321,17.663,163,17.663,0.10330578512396695,0.871900826446281,0.024793388429752067
543243,"Gray, Sonny","Pit",142,900,900,604,17.667,296,17.667,0.10333333333333333,0.83,0.06666666666666667
676130,"Butto, Jose","Pit",121,40,40,16,17.689,24,17.689,0.025,0.9,0.075
669854,"Blanco, Ronel","Pit",117,43,43,19,17.693,24,17.693,0.09302325581395349,0.813953488372093,0.09302325581395349
471911,"Carrasco, Carlos","Pit",121,1035,1035,678,17.695,357,17.695,0.08405797101449275,0.8898550724637682,0.02608695652173913
425844,"Greinke, Zack","Pit",118,1075,1075,649,17.696,426,17.696,0.16465116279069766,0.7776744186046511,0.05767441860465116
667498,"Dugger, Robert","Pit",113,139,139,82,17.716,57,17.716,0.050359712230215826,0.8561151079136691,0.09352517985611511
607259,"Martinez, Nick","Pit",135,771,771,476,17.727,295,17.727,0.12321660181582361,0.7367055771725033,0.14007782101167315
661383,"Ortega, Oliver","Pit",108,233,233,139,17.735,94,17.735,0.1072961373390558,0.7811158798283262,0.11158798283261803
528748,"Castellanos, Humberto","Pit",109,361,361,208,17.749,153,17.749,0.0443213296398892,0.8975069252077562,0.05817174515235457
665871,"Assad, Javier","Pit",112,320,320,199,17.758,121,17.758,0.1,0.815625,0.084375
657424,"Gage, Matt","Pit",141,84,84,45,17.762,39,17.762,0.03571428571428571,0.8571428571428571,0.10714285714285714
543135,"Eovaldi, Nathan","Pit",111,750,750,500,17.767,250,17.767,0.12533333333333332,0.804,0.07066666666666667
675627,"Grove, Michael","Pit",119,203,203,128,17.77,75,17.77,0.04926108374384237,0.9014778325123153,0.04926108374384237
664285,"Valdez, Framber","Pit",117,1381,1381,906,17.774,475,17.774,0.18609703113685735,0.7494569152787834,0.06444605358435916
592717,"Sanchez, Aaron","Pit",142,472,472,312,17.81,160,17.81,0.12076271186440678,0.8241525423728814,0.05508474576271186
676714,"Hughes, Brandon","Pit",112,417,417,248,17.81,169,17.81,0.0671462829736211,0.8992805755395683,0.03357314148681055
669713,"Wesneski, Hayden","Pit",112,222,222,153,17.821,69,17.821,0.0945945945945946,0.8468468468468469,0.05855855855855856
640470,"Alzolay, Adbert","Pit",112,77,77,61,17.843,16,17.843,0.12987012987012986,0.8441558441558441,0.025974025974025976
643410,"Leiter Jr., Mark","Pit",112,520,520,322,17.846,198,17.846,0.06346153846153846,0.8653846153846154,0.07115384615384615
660600,"Paredes, Enoli","Pit",117,26,26,13,17.85,13,17.85,0.11538461538461539,0.8846153846153846,0
656954,"Sheffield, Justus","Pit",136,85,85,56,17.87,29,17.87,0.15294117647058825,0.8117647058823529,0.03529411764705882
676660,"Solomon, Jared","Pit",113,72,72,47,17.873,25,17.873,0.06944444444444445,0.8888888888888888,0.041666666666666664
643256,"Cimber, Adam","Pit",141,482,482,267,17.875,215,17.875,0.05394190871369295,0.8941908713692946,0.05186721991701245
668834,"McGee, Easton","Pit",139,23,23,10,17.897,13,17.897,0.043478260869565216,0.8695652173913043,0.08695652173913043
669459,"Nelson, Kyle","Pit",109,265,265,152,17.923,113,17.923,0.07169811320754717,0.9132075471698113,0.01509433962264151
547184,"Kelly, Michael","Pit",143,30,30,23,17.924,7,17.924,0,1,0
643615,"Zeuch, T.J.","Pit",113,125,125,59,17.932,66,17.932,0.048,0.904,0.048
656638,"Lange, Alex","Pit",116,477,477,269,17.939,208,17.939,0.09224318658280922,0.8301886792452831,0.07756813417190776
605135,"Bassitt, Chris","Pit",121,1393,1393,890,17.943,503,17.943,0.14788226848528357,0.7494615936826992,0.10265613783201723
656061,"Abreu, Albert","Pit",147,336,336,189,17.943,147,17.943,0.09226190476190477,0.8065476190476191,0.10119047619047619
663765,"Woodford, Jake","Pit",138,320,320,192,17.954,128,17.954,0.090625,0.859375,0.05
664944,"Vieaux, Cam","Pit",134,103,103,38,17.964,65,17.964,0.019417475728155338,0.9223300970873787,0.05825242718446602
664776,"Cousins, Jake","Pit",158,135,135,70,17.97,65,17.97,0.05925925925925926,0.8518518518518519,0.08888888888888889
660813,"Graterol, Brusdar","Pit",119,263,263,160,17.983,103,17.983,0.04182509505703422,0.9277566539923955,0.030418250950570342
668873,"Kilian, Caleb","Pit",112,117,117,62,18.008,55,18.008,0.008547008547008548,0.9145299145299145,0.07692307692307693
655889,"Rodríguez, Manuel","Pit",112,90,90,44,18.021,46,18.021,0.044444444444444446,0.8555555555555555,0.1
608331,"Fried, Max","Pit",144,1283,1283,863,18.041,420,18.041,0.1363990646921278,0.7622759158222915,0.10132501948558068
501625,"Alvarez, Jose","Pit",137,123,123,49,18.042,74,18.042,0.04065040650406504,0.8699186991869918,0.08943089430894309
656234,"Bird, Jake","Pit",115,381,381,220,18.046,161,18.046,0.028871391076115485,0.931758530183727,0.03937007874015748
592716,"Sampson, Adrian","Pit",112,786,786,536,18.08,250,18.08,0.08142493638676845,0.8295165394402035,0.089058524173028
656820,"Padilla, Nicholas","Pit",112,25,25,5,18.084,20,18.084,0,0.96,0.04
641726,"Jefferies, Daulton","Pit",133,274,274,163,18.104,111,18.104,0.11678832116788321,0.8248175182481752,0.058394160583941604
621076,"Kaprielian, James","Pit",133,1024,1024,624,18.114,400,18.114,0.083984375,0.8349609375,0.0810546875
669145,"Zimmermann, Bruce","Pit",110,503,503,355,18.115,148,18.115,0.06560636182902585,0.8687872763419483,0.06560636182902585
657770,"Stout, Eric","Pit",134,230,230,97,18.12,133,18.12,0.05217391304347826,0.8956521739130435,0.05217391304347826
592169,"Brice, Austin","Pit",134,57,57,33,18.132,24,18.132,0.017543859649122806,0.9649122807017544,0.017543859649122806
623474,"Herget, Jimmy","Pit",108,491,491,304,18.136,187,18.136,0.0835030549898167,0.8268839103869654,0.08961303462321792
623211,"Brazoban, Huascar","Pit",146,285,285,137,18.142,148,18.142,0.04912280701754386,0.7929824561403509,0.15789473684210525
664092,"Poppen, Sean","Pit",109,227,227,109,18.143,118,18.143,0,0.947136563876652,0.05286343612334802
622098,"Smith, Drew","Pit",121,357,357,216,18.149,141,18.149,0.05322128851540616,0.9131652661064426,0.03361344537815126
592761,"Smith, Caleb","Pit",109,559,559,326,18.152,233,18.152,0.044722719141323794,0.9141323792486583,0.04114490161001789
661269,"Gutierrez, Vladimir","Pit",113,331,331,176,18.164,155,18.164,0.09667673716012085,0.8036253776435045,0.09969788519637462
663378,"Szapucki, Thomas","Pit",137,135,135,87,18.179,48,18.179,0.07407407407407407,0.8962962962962963,0.02962962962962963
621248,"Garza Jr., Ralph","Pit",139,242,242,142,18.186,100,18.186,0.01652892561983471,0.9421487603305785,0.04132231404958678
527048,"Pérez, Martín","Pit",140,1431,1431,874,18.191,557,18.191,0.1146051712089448,0.7470300489168413,0.13836477987421383
543766,"Shaw, Bryan","Pit",114,445,445,238,18.194,207,18.194,0.04719101123595506,0.898876404494382,0.05393258426966292
668868,"Thompson, Zack","Pit",138,272,272,199,18.195,73,18.195,0.09191176470588236,0.8676470588235294,0.04044117647058824
643338,"Green, Chad","Pit",147,85,85,45,18.214,40,18.214,0.011764705882352941,0.9411764705882353,0.047058823529411764
663158,"Suarez, Robert","Pit",135,361,361,211,18.242,150,18.242,0.030470914127423823,0.9058171745152355,0.06371191135734072
596133,"Weaver, Luke","Pit",118,292,292,143,18.253,149,18.253,0.0821917808219178,0.8835616438356164,0.03424657534246575
