last_name, first_name,player_id,name_abbrev,team_id,position_name,age,bat_side,seconds_since_hit_000,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090
Dickerson, Corey,572816,TB,139,LF,28,L,0.00,0.54,0.84,1.09,1.33,1.56,1.77,1.97,2.17,2.35,2.54,2.72,2.90,3.08,3.25,3.43,3.61,3.79,3.98
Dietrich, Derek,518618,MIA,146,3B,27,L,0.00,0.54,0.83,1.08,1.33,1.56,1.78,1.98,2.18,2.37,2.56,2.75,2.93,3.11,3.29,3.47,3.65,3.84,4.03
Difo, Wilmer,594694,WSH,120,SS,25,L,0.00,0.54,0.83,1.08,1.31,1.53,1.73,1.93,2.11,2.29,2.47,2.65,2.82,2.99,3.16,3.33,3.49,3.67,3.85
Difo, Wilmer,594694,WSH,120,SS,25,R,0.00,0.54,0.83,1.08,1.31,1.53,1.74,1.93,2.12,2.30,2.48,2.66,2.83,3.00,3.17,3.34,3.50,3.68,3.85
Donaldson, Josh,518626,TOR,141,3B,31,R,0.00,0.54,0.85,1.11,1.36,1.60,1.82,2.03,2.23,2.42,2.61,2.80,2.99,3.17,3.36,3.54,3.72,3.91,4.09
Dozier, Brian,572821,MIN,142,2B,30,R,0.00,0.54,0.83,1.09,1.33,1.56,1.77,1.97,2.17,2.36,2.54,2.73,2.91,3.09,3.27,3.45,3.63,3.81,4.01
Drew, Stephen,452220,WSH,120,SS,34,L,0.00,0.53,0.83,1.10,1.35,1.58,1.81,2.02,2.22,2.42,2.61,2.81,3.00,3.20,3.40,3.60,3.80,4.02,4.25
Drury, Brandon,592273,AZ,109,2B,24,R,0.00,0.55,0.86,1.13,1.39,1.62,1.84,2.05,2.25,2.44,2.63,2.82,3.01,3.19,3.37,3.55,3.73,3.92,4.11
Duda, Lucas,446263,TB,139,1B,31,L,0.00,0.54,0.84,1.12,1.38,1.62,1.84,2.06,2.26,2.47,2.67,2.86,3.06,3.25,3.44,3.63,3.82,4.02,4.23
Duvall, Adam,594807,CIN,113,LF,28,R,0.00,0.55,0.84,1.10,1.34,1.57,1.78,1.98,2.18,2.37,2.55,2.73,2.91,3.09,3.27,3.44,3.61,3.78,3.96
Dyson, Jarrod,502481,SEA,136,CF,32,L,0.00,0.51,0.78,1.01,1.24,1.45,1.65,1.84,2.02,2.19,2.37,2.54,2.71,2.88,3.05,3.21,3.38,3.56,3.75
Díaz, Aledmys,649557,STL,138,SS,26,R,0.00,0.55,0.86,1.13,1.37,1.60,1.81,2.01,2.20,2.39,2.57,2.75,2.93,3.10,3.28,3.45,3.62,3.79,3.96
Díaz, Elias,553869,PIT,134,C,26,R,0.00,0.54,0.85,1.12,1.37,1.61,1.82,2.03,2.23,2.43,2.62,2.81,2.99,3.18,3.36,3.54,3.72,3.90,4.08
Díaz, Yandy,650490,CLE,114,3B,25,R,0.00,0.54,0.84,1.10,1.35,1.58,1.79,1.99,2.19,2.38,2.56,2.75,2.93,3.11,3.28,3.46,3.63,3.81,3.99
Eaton, Adam,594809,WSH,120,CF,28,L,0.00,0.54,0.82,1.07,1.30,1.52,1.72,1.91,2.10,2.28,2.46,2.63,2.81,2.98,3.15,3.32,3.49,3.67,3.86
Ellis, A.J.,454560,MIA,146,C,36,R,0.00,0.55,0.88,1.18,1.44,1.69,1.92,2.15,2.37,2.58,2.78,2.99,3.19,3.39,3.59,3.79,3.99,4.19,4.41
Ellsbury, Jacoby,453056,NYY,147,CF,33,L,0.00,0.52,0.80,1.04,1.28,1.50,1.70,1.90,2.08,2.27,2.45,2.62,2.80,2.97,3.14,3.31,3.49,3.67,3.85
Encarnación, Edwin,429665,CLE,114,DH,34,R,0.00,0.56,0.87,1.15,1.41,1.65,1.88,2.10,2.30,2.51,2.71,2.90,3.10,3.29,3.49,3.68,3.88,4.08,4.29
Engel, Adam,641553,CWS,145,CF,25,R,0.00,0.53,0.80,1.05,1.28,1.49,1.69,1.88,2.07,2.24,2.42,2.59,2.76,2.92,3.08,3.25,3.41,3.57,3.73
Ervin, Phillip,640447,CIN,113,CF,24,R,0.00,0.55,0.83,1.08,1.32,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.86,3.03,3.21,3.38,3.55,3.72,3.91
Escobar, Alcides,444876,KC,118,SS,30,R,0.00,0.54,0.85,1.11,1.36,1.58,1.80,2.00,2.20,2.39,2.57,2.76,2.93,3.11,3.29,3.46,3.63,3.81,3.99
Escobar, Eduardo,500871,MIN,142,3B,28,L,0.00,0.53,0.80,1.05,1.29,1.52,1.73,1.93,2.12,2.31,2.49,2.67,2.85,3.03,3.20,3.38,3.56,3.74,3.93
Escobar, Eduardo,500871,MIN,142,3B,28,R,0.00,0.55,0.84,1.10,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.07,3.24,3.41,3.59,3.77,3.95
Escobar, Yunel,488862,LAA,108,3B,34,R,0.00,0.56,0.87,1.15,1.41,1.64,1.86,2.08,2.28,2.48,2.68,2.87,3.06,3.26,3.44,3.64,3.83,4.03,4.23
Espinosa, Danny,457787,TB,139,2B,30,L,0.00,0.53,0.80,1.05,1.29,1.52,1.73,1.93,2.13,2.31,2.50,2.68,2.86,3.03,3.21,3.38,3.55,3.72,3.90
Espinosa, Danny,457787,TB,139,2B,30,R,0.00,0.56,0.86,1.12,1.37,1.59,1.81,2.01,2.21,2.40,2.58,2.77,2.95,3.13,3.31,3.48,3.66,3.83,4.01
Ethier, Andre,444843,LAD,119,LF,35,L,0.00,0.52,0.82,1.09,1.34,1.58,1.80,2.01,2.21,2.41,2.60,2.79,2.98,3.16,3.35,3.53,3.71,3.90,4.09
Fisher, Derek,605233,HOU,117,LF,23,L,0.00,0.50,0.77,1.01,1.24,1.46,1.66,1.85,2.03,2.21,2.38,2.55,2.72,2.89,3.05,3.21,3.37,3.54,3.71
Flaherty, Ryan,475247,BAL,110,SS,30,L,0.00,0.55,0.85,1.12,1.37,1.60,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.19,3.38,3.57,3.76,3.95,4.15
Flores, Wilmer,527038,NYM,121,3B,25,R,0.00,0.57,0.88,1.16,1.42,1.66,1.89,2.10,2.31,2.52,2.71,2.91,3.10,3.29,3.48,3.67,3.86,4.05,4.25
Flowers, Tyler,452095,ATL,144,C,31,R,0.00,0.56,0.86,1.14,1.39,1.63,1.85,2.07,2.27,2.47,2.67,2.86,3.06,3.24,3.43,3.62,3.80,3.99,4.19
Forsythe, Logan,523253,LAD,119,2B,30,R,0.00,0.56,0.88,1.15,1.41,1.64,1.86,2.07,2.27,2.46,2.65,2.84,3.02,3.21,3.39,3.56,3.74,3.92,4.11
Fowler, Dexter,451594,STL,138,CF,31,R,0.00,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.43,3.60,3.78,3.96
Fowler, Dexter,451594,STL,138,CF,31,L,0.00,0.52,0.81,1.07,1.31,1.54,1.75,1.95,2.14,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.56,3.74,3.92
Franco, Maikel,596748,PHI,143,3B,24,R,0.00,0.56,0.88,1.16,1.41,1.65,1.87,2.09,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.64,3.83,4.03,4.24
Franklin, Nick,545338,LAA,108,,26,L,0.00,0.58,0.89,1.17,1.41,1.64,1.86,2.07,2.27,2.46,2.65,2.84,3.03,3.21,3.39,3.58,3.76,3.95,4.15
Frazier, Adam,624428,PIT,134,LF,25,L,0.00,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.16,2.35,2.53,2.71,2.89,3.07,3.25,3.43,3.61,3.79,3.98
Frazier, Jackson,640449,NYY,147,LF,22,R,0.00,0.54,0.83,1.08,1.31,1.53,1.73,1.93,2.12,2.30,2.48,2.66,2.83,3.00,3.18,3.34,3.51,3.68,3.86
Frazier, Todd,453943,NYY,147,3B,31,R,0.00,0.54,0.84,1.10,1.35,1.58,1.80,2.01,2.21,2.40,2.59,2.78,2.97,3.15,3.34,3.52,3.70,3.89,4.08
Freeman, Freddie,518692,ATL,144,1B,27,L,0.00,0.53,0.83,1.11,1.36,1.59,1.81,2.02,2.22,2.42,2.61,2.80,2.98,3.17,3.35,3.53,3.71,3.90,4.09
Freeman, Mike,502273,CHC,112,SS,29,L,0.00,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.16,2.34,2.52,2.70,2.88,3.06,3.23,3.40,3.57,3.74,3.92
Freese, David,501896,PIT,134,3B,34,R,0.00,0.55,0.86,1.13,1.37,1.60,1.82,2.03,2.23,2.42,2.61,2.80,2.99,3.17,3.35,3.53,3.72,3.90,4.10
Fryer, Eric,518700,STL,138,C,31,R,0.00,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.19,2.38,2.57,2.75,2.93,3.11,3.28,3.46,3.64,3.81,4.00
Fuentes, Rey,571681,AZ,109,CF,26,L,0.00,0.52,0.79,1.04,1.27,1.48,1.69,1.88,2.07,2.25,2.43,2.61,2.78,2.95,3.12,3.29,3.45,3.63,3.81
Gallo, Joey,608336,TEX,140,3B,23,L,0.00,0.53,0.82,1.08,1.33,1.56,1.77,1.97,2.17,2.36,2.55,2.73,2.92,3.10,3.27,3.45,3.63,3.81,3.99
Galvis, Freddy,520471,PHI,143,SS,27,R,0.00,0.54,0.84,1.10,1.34,1.57,1.78,1.99,2.18,2.37,2.56,2.74,2.92,3.10,3.28,3.46,3.63,3.81,3.99
Galvis, Freddy,520471,PHI,143,SS,27,L,0.00,0.55,0.85,1.11,1.35,1.58,1.80,2.00,2.20,2.39,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.86,4.05
Gamel, Ben,592325,SEA,136,LF,25,L,0.00,0.51,0.78,1.03,1.27,1.48,1.69,1.89,2.07,2.26,2.43,2.61,2.79,2.96,3.13,3.29,3.46,3.63,3.81
Garcia, Greg,594824,STL,138,3B,27,L,0.00,0.53,0.82,1.08,1.32,1.54,1.75,1.95,2.15,2.34,2.52,2.70,2.88,3.06,3.23,3.40,3.58,3.76,3.94
Garcia, Leury,544725,CWS,145,CF,26,R,0.00,0.55,0.83,1.08,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.67,2.84,3.02,3.19,3.36,3.53,3.70,3.89
Garcia, Leury,544725,CWS,145,CF,26,L,0.00,0.53,0.81,1.05,1.29,1.50,1.71,1.91,2.10,2.28,2.46,2.64,2.81,2.98,3.15,3.32,3.49,3.67,3.85
García, Adonis,611177,ATL,144,3B,32,R,0.00,0.55,0.84,1.11,1.36,1.59,1.80,2.01,2.21,2.41,2.60,2.79,2.98,3.16,3.35,3.53,3.72,3.90,4.10
García, Avisaíl,541645,CWS,145,RF,26,R,0.00,0.54,0.84,1.11,1.35,1.57,1.78,1.98,2.17,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.55,3.72,3.89
García, Willy,591994,CWS,145,RF,24,R,0.00,0.54,0.85,1.13,1.38,1.62,1.83,2.04,2.24,2.44,2.63,2.82,3.00,3.18,3.36,3.53,3.71,3.88,4.06
Gardner, Brett,458731,NYY,147,LF,33,L,0.00,0.53,0.80,1.05,1.28,1.50,1.71,1.90,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.30,3.46,3.64,3.82
Garneau, Dustin,572863,OAK,133,C,29,R,0.00,0.56,0.87,1.14,1.39,1.63,1.85,2.06,2.26,2.45,2.64,2.83,3.02,3.20,3.38,3.56,3.74,3.92,4.10
Gattis, Evan,594828,HOU,117,C,30,R,0.00,0.54,0.85,1.12,1.38,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.20,3.38,3.56,3.75,3.93,4.12
Gennett, Scooter,571697,CIN,113,2B,27,L,0.00,0.54,0.84,1.11,1.36,1.58,1.80,2.01,2.21,2.40,2.59,2.78,2.97,3.15,3.34,3.52,3.71,3.91,4.11
Gentry, Craig,502226,BAL,110,RF,33,R,0.00,0.54,0.83,1.08,1.32,1.54,1.75,1.94,2.13,2.32,2.50,2.67,2.85,3.02,3.19,3.35,3.52,3.69,3.86
Gillaspie, Conor,543216,SF,137,3B,29,L,0.00,0.53,0.82,1.09,1.34,1.57,1.80,2.01,2.21,2.41,2.60,2.80,2.99,3.17,3.36,3.55,3.74,3.95,4.16
Gimenez, Chris,460269,MIN,142,C,34,R,0.00,0.57,0.89,1.17,1.43,1.68,1.90,2.12,2.33,2.54,2.74,2.94,3.14,3.33,3.53,3.73,3.93,4.14,4.35
Goins, Ryan,572365,TOR,141,SS,29,L,0.00,0.53,0.82,1.09,1.34,1.57,1.79,2.00,2.20,2.39,2.58,2.76,2.95,3.13,3.31,3.49,3.67,3.86,4.05
Goldschmidt, Paul,502671,AZ,109,1B,29,R,0.00,0.55,0.85,1.11,1.35,1.58,1.80,2.00,2.20,2.40,2.58,2.77,2.95,3.14,3.32,3.50,3.68,3.87,4.08
Gomes, Yan,543228,CLE,114,C,29,R,0.00,0.55,0.86,1.13,1.39,1.62,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.20,3.39,3.57,3.75,3.94,4.13
Gonzalez, Marwin,503556,HOU,117,LF,28,L,0.00,0.53,0.81,1.08,1.32,1.55,1.76,1.97,2.17,2.36,2.55,2.73,2.91,3.09,3.27,3.45,3.63,3.82,4.02
Gonzalez, Marwin,503556,HOU,117,LF,28,R,0.00,0.55,0.85,1.12,1.37,1.60,1.82,2.02,2.22,2.42,2.60,2.79,2.98,3.16,3.34,3.52,3.70,3.88,4.07
González, Adrián,408236,LAD,119,1B,35,L,0.00,0.55,0.87,1.17,1.44,1.69,1.93,2.16,2.38,2.59,2.80,3.01,3.21,3.42,3.63,3.83,4.05,4.27,4.50
González, Carlos,471865,COL,115,RF,31,L,0.00,0.53,0.82,1.07,1.32,1.54,1.76,1.96,2.15,2.34,2.53,2.72,2.90,3.08,3.26,3.44,3.62,3.80,3.99
González, Erik,570481,CLE,114,2B,25,R,0.00,0.55,0.84,1.10,1.34,1.57,1.78,1.98,2.18,2.36,2.55,2.73,2.91,3.08,3.25,3.42,3.59,3.77,3.95
Goodwin, Brian,571718,WSH,120,CF,26,L,0.00,0.52,0.80,1.05,1.28,1.50,1.70,1.90,2.08,2.27,2.45,2.62,2.80,2.97,3.14,3.31,3.49,3.67,3.85
Gordon, Alex,460086,KC,118,LF,33,L,0.00,0.53,0.83,1.10,1.35,1.59,1.81,2.02,2.22,2.42,2.61,2.81,3.00,3.19,3.37,3.56,3.74,3.94,4.15
Gosselin, Phil,594838,TEX,140,2B,28,R,0.00,0.54,0.81,1.05,1.29,1.51,1.72,1.92,2.11,2.30,2.47,2.65,2.83,3.01,3.18,3.35,3.52,3.69,3.86
Grandal, Yasmani,518735,LAD,119,C,28,L,0.00,0.54,0.86,1.15,1.42,1.67,1.91,2.13,2.35,2.57,2.78,2.99,3.19,3.40,3.60,3.81,4.01,4.23,4.45
Grandal, Yasmani,518735,LAD,119,C,28,R,0.00,0.56,0.89,1.19,1.46,1.72,1.95,2.18,2.41,2.62,2.83,3.04,3.25,3.45,3.66,3.87,4.08,4.30,4.52
Granderson, Curtis,434158,LAD,119,CF,36,L,0.00,0.52,0.80,1.05,1.29,1.52,1.73,1.93,2.13,2.31,2.50,2.68,2.87,3.05,3.23,3.41,3.59,3.77,3.97
Granite, Zack,643335,MIN,142,CF,24,L,0.00,0.55,0.84,1.10,1.33,1.55,1.76,1.95,2.14,2.32,2.50,2.67,2.84,3.01,3.18,3.34,3.51,3.68,3.85
Graterol, Juan,492802,LAA,108,C,28,R,0.00,0.55,0.89,1.19,1.48,1.73,1.98,2.22,2.44,2.67,2.89,3.10,3.32,3.53,3.75,3.97,4.19,4.41,4.66
Gregorius, Didi,544369,NYY,147,SS,27,L,0.00,0.53,0.82,1.07,1.32,1.54,1.75,1.96,2.15,2.34,2.52,2.70,2.88,3.05,3.23,3.40,3.58,3.76,3.95
Grichuk, Randal,545341,STL,138,RF,25,R,0.00,0.53,0.81,1.07,1.30,1.53,1.74,1.94,2.13,2.32,2.50,2.68,2.86,3.03,3.20,3.37,3.55,3.72,3.90
Grossman, Robbie,543257,MIN,142,DH,27,L,0.00,0.51,0.79,1.04,1.28,1.51,1.72,1.92,2.11,2.30,2.49,2.67,2.85,3.03,3.20,3.38,3.56,3.74,3.92
Grossman, Robbie,543257,MIN,142,DH,27,R,0.00,0.53,0.81,1.07,1.31,1.54,1.75,1.95,2.14,2.33,2.52,2.70,2.88,3.06,3.23,3.41,3.58,3.75,3.93
Gurriel, Yuli,493329,HOU,117,1B,33,R,0.00,0.54,0.84,1.11,1.36,1.59,1.80,2.01,2.21,2.40,2.59,2.77,2.96,3.14,3.32,3.50,3.68,3.86,4.05
Gutierrez, Franklin,429711,LAD,119,LF,34,R,0.00,0.52,0.83,1.11,1.36,1.61,1.83,2.05,2.27,2.47,2.68,2.88,3.08,3.28,3.49,3.70,3.91,4.13,4.36
Guyer, Brandon,446386,CLE,114,RF,31,R,0.00,0.55,0.85,1.11,1.36,1.58,1.80,2.00,2.20,2.39,2.58,2.76,2.94,3.12,3.29,3.47,3.64,3.82,4.01
Gyorko, Jedd,576397,STL,138,3B,28,R,0.00,0.55,0.85,1.12,1.38,1.62,1.84,2.05,2.26,2.46,2.66,2.86,3.06,3.25,3.44,3.64,3.83,4.04,4.25
Gómez, Carlos,460576,TEX,140,CF,31,R,0.00,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.55,3.72,3.90
Hamilton, Billy,571740,CIN,113,CF,26,L,0.00,0.52,0.79,1.04,1.26,1.47,1.67,1.86,2.04,2.22,2.39,2.56,2.73,2.90,3.06,3.22,3.38,3.54,3.71
Hamilton, Billy,571740,CIN,113,CF,26,R,0.00,0.54,0.81,1.05,1.28,1.49,1.69,1.88,2.06,2.24,2.41,2.58,2.75,2.91,3.08,3.24,3.40,3.56,3.73
Hanigan, Ryan,452672,COL,115,C,36,R,0.00,0.56,0.88,1.16,1.43,1.67,1.90,2.12,2.33,2.54,2.74,2.94,3.14,3.34,3.53,3.72,3.92,4.12,4.33
Haniger, Mitch,571745,SEA,136,RF,26,R,0.00,0.55,0.84,1.10,1.35,1.57,1.79,1.99,2.19,2.38,2.56,2.75,2.93,3.10,3.28,3.46,3.63,3.81,3.99
Hanson, Alen,593700,CWS,145,2B,24,L,0.00,0.53,0.81,1.06,1.29,1.50,1.71,1.90,2.08,2.26,2.44,2.61,2.78,2.95,3.11,3.28,3.44,3.61,3.78
Hanson, Alen,593700,CWS,145,2B,24,R,0.00,0.54,0.83,1.09,1.32,1.54,1.75,1.94,2.13,2.31,2.49,2.66,2.83,3.00,3.16,3.32,3.49,3.65,3.81
Happ, Ian,664023,CHC,112,CF,22,L,0.00,0.54,0.83,1.09,1.32,1.54,1.75,1.95,2.14,2.32,2.50,2.68,2.85,3.02,3.19,3.36,3.53,3.70,3.88
Happ, Ian,664023,CHC,112,CF,22,R,0.00,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.55,3.73,3.91
Hardy, J.J.,429666,BAL,110,SS,34,R,0.00,0.54,0.85,1.12,1.38,1.61,1.83,2.04,2.25,2.45,2.64,2.83,3.02,3.21,3.39,3.58,3.77,3.96,4.15
Harper, Bryce,547180,WSH,120,RF,24,L,0.00,0.55,0.84,1.10,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.07,3.24,3.41,3.59,3.77,3.95
Harrison, Josh,543281,PIT,134,2B,29,R,0.00,0.53,0.82,1.08,1.32,1.54,1.76,1.96,2.15,2.34,2.52,2.71,2.89,3.06,3.24,3.42,3.59,3.77,3.97
Hays, Austin,669720,BAL,110,RF,21,R,0.00,0.54,0.84,1.10,1.33,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.06,3.23,3.40,3.57,3.74,3.92
Headley, Chase,452104,NYY,147,3B,33,R,0.00,0.54,0.84,1.11,1.36,1.60,1.82,2.04,2.24,2.45,2.64,2.84,3.03,3.23,3.42,3.61,3.80,4.00,4.21
Headley, Chase,452104,NYY,147,3B,33,L,0.00,0.53,0.82,1.10,1.35,1.59,1.81,2.03,2.24,2.44,2.65,2.85,3.04,3.24,3.44,3.63,3.84,4.05,4.27
Healy, Ryon,592387,OAK,133,DH,25,R,0.00,0.56,0.86,1.14,1.39,1.63,1.86,2.07,2.27,2.47,2.67,2.86,3.04,3.23,3.41,3.59,3.78,3.96,4.15
Hechavarria, Adeiny,588751,TB,139,SS,28,R,0.00,0.54,0.82,1.07,1.31,1.53,1.73,1.93,2.12,2.31,2.49,2.66,2.84,3.01,3.18,3.36,3.53,3.71,3.90
Hedges, Austin,595978,SD,135,C,24,R,0.00,0.54,0.84,1.11,1.36,1.60,1.82,2.03,2.23,2.43,2.62,2.81,3.00,3.19,3.37,3.55,3.74,3.92,4.11
Heisey, Chris,502317,WSH,120,LF,32,R,0.00,0.53,0.83,1.09,1.33,1.56,1.77,1.97,2.17,2.36,2.54,2.72,2.90,3.08,3.25,3.43,3.60,3.77,3.95
Heredia, Guillermo,628338,SEA,136,LF,26,R,0.00,0.56,0.86,1.12,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.43,3.60,3.77,3.95
Hernández, César,514917,PHI,143,2B,27,L,0.00,0.54,0.82,1.07,1.29,1.51,1.71,1.90,2.08,2.26,2.43,2.60,2.77,2.93,3.10,3.26,3.42,3.59,3.77
Hernández, César,514917,PHI,143,2B,27,R,0.00,0.54,0.84,1.09,1.33,1.54,1.74,1.94,2.12,2.30,2.48,2.65,2.82,2.98,3.15,3.31,3.47,3.63,3.80
Hernández, Enrique,571771,LAD,119,LF,25,R,0.00,0.55,0.86,1.13,1.38,1.61,1.83,2.04,2.24,2.43,2.62,2.81,2.99,3.18,3.36,3.54,3.72,3.90,4.09
Hernández, Gorkys,491676,SF,137,CF,29,R,0.00,0.54,0.82,1.08,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.66,2.84,3.01,3.18,3.34,3.51,3.68,3.85
Hernández, Marco,593523,BOS,111,3B,24,L,0.00,0.54,0.83,1.09,1.33,1.55,1.75,1.95,2.14,2.32,2.50,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.87
Hernández, Teoscar,606192,TOR,141,LF,24,R,0.00,0.59,0.89,1.15,1.38,1.60,1.81,2.01,2.20,2.38,2.56,2.73,2.91,3.08,3.25,3.41,3.58,3.75,3.92
Herrera, Odúbel,546318,PHI,143,CF,25,L,0.00,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.22,3.39,3.57,3.75,3.94
Herrmann, Chris,543302,AZ,109,C,29,L,0.00,0.54,0.84,1.10,1.34,1.56,1.78,1.98,2.17,2.36,2.54,2.73,2.90,3.08,3.26,3.43,3.61,3.79,3.98
Heyward, Jason,518792,CHC,112,RF,27,L,0.00,0.53,0.82,1.07,1.31,1.54,1.75,1.95,2.14,2.33,2.52,2.70,2.88,3.05,3.23,3.40,3.58,3.77,3.97
Hicks, Aaron,543305,NYY,147,CF,27,L,0.00,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.66,2.84,3.01,3.18,3.35,3.52,3.69,3.88
Hicks, Aaron,543305,NYY,147,CF,27,R,0.00,0.55,0.84,1.10,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.56,3.73,3.91
Hicks, John,543308,DET,116,1B,27,R,0.00,0.55,0.85,1.12,1.36,1.59,1.81,2.02,2.21,2.40,2.59,2.78,2.96,3.14,3.32,3.49,3.67,3.85,4.04
Hill, Aaron,431094,SF,137,2B,35,R,0.00,0.56,0.87,1.14,1.39,1.62,1.84,2.04,2.24,2.44,2.63,2.81,2.99,3.17,3.35,3.53,3.71,3.89,4.07
Holliday, Matt,407812,NYY,147,DH,37,R,0.00,0.56,0.88,1.16,1.41,1.65,1.87,2.09,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.01,4.21
Holt, Brock,571788,BOS,111,2B,29,L,0.00,0.55,0.85,1.11,1.36,1.59,1.80,2.01,2.20,2.39,2.58,2.76,2.94,3.12,3.30,3.48,3.65,3.84,4.03
Hoskins, Rhys,656555,PHI,143,LF,24,R,0.00,0.55,0.86,1.14,1.40,1.64,1.86,2.08,2.28,2.48,2.68,2.87,3.07,3.25,3.44,3.63,3.81,4.00,4.20
Hosmer, Eric,543333,KC,118,1B,27,L,0.00,0.55,0.87,1.14,1.39,1.63,1.84,2.05,2.25,2.45,2.63,2.82,3.01,3.19,3.37,3.55,3.73,3.92,4.12
Hoying, Jared,592419,TEX,140,CF,28,L,0.00,0.54,0.82,1.07,1.30,1.51,1.71,1.91,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.29,3.46,3.63,3.80
Hundley, Nick,460026,SF,137,C,33,R,0.00,0.55,0.85,1.13,1.38,1.62,1.84,2.06,2.26,2.46,2.66,2.85,3.04,3.23,3.42,3.61,3.80,3.99,4.19
Hwang, Jae-Gyun,666561,SF,137,3B,29,R,0.00,0.56,0.86,1.12,1.37,1.60,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.11,3.29,3.46,3.63,3.79,3.97
Iannetta, Chris,455104,AZ,109,C,34,R,0.00,0.57,0.89,1.18,1.44,1.68,1.91,2.12,2.34,2.54,2.74,2.94,3.13,3.33,3.52,3.71,3.89,4.09,4.28
Iglesias, José,578428,DET,116,SS,27,R,0.00,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.34,2.52,2.70,2.88,3.06,3.23,3.40,3.58,3.76,3.94
Inciarte, Ender,542255,ATL,144,CF,26,L,0.00,0.55,0.84,1.09,1.32,1.55,1.76,1.96,2.15,2.34,2.52,2.70,2.87,3.05,3.23,3.40,3.58,3.76,3.95
Jackson, Austin,457706,CLE,114,CF,30,R,0.00,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.15,2.34,2.53,2.71,2.89,3.06,3.24,3.41,3.59,3.77,3.96
Jaso, John,444379,PIT,134,RF,33,L,0.00,0.54,0.84,1.10,1.35,1.58,1.80,2.00,2.20,2.40,2.59,2.78,2.97,3.15,3.33,3.52,3.70,3.89,4.09
Jay, Jon,445055,CHC,112,CF,32,L,0.00,0.55,0.85,1.12,1.37,1.60,1.82,2.03,2.23,2.42,2.62,2.81,2.99,3.18,3.36,3.55,3.73,3.92,4.12
Jones, Adam,430945,BAL,110,CF,31,R,0.00,0.55,0.86,1.14,1.39,1.62,1.84,2.05,2.25,2.45,2.64,2.82,3.01,3.19,3.37,3.55,3.73,3.92,4.11
Jones, JaCoby,592444,DET,116,CF,25,R,0.00,0.54,0.85,1.11,1.35,1.58,1.79,1.98,2.17,2.36,2.54,2.72,2.89,3.06,3.23,3.40,3.57,3.73,3.91
Jones, Ryder,624507,SF,137,1B,23,L,0.00,0.52,0.81,1.06,1.30,1.53,1.74,1.95,2.14,2.33,2.52,2.70,2.88,3.06,3.24,3.42,3.60,3.79,3.98
Joseph, Caleb,543376,BAL,110,C,31,R,0.00,0.55,0.87,1.15,1.41,1.65,1.87,2.09,2.30,2.50,2.70,2.90,3.09,3.28,3.48,3.67,3.86,4.06,4.27
