last_name, first_name,pitcher,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed
Harper, Ryne,607560,88.4,,,74.7,79.6,69.2,,
Springs, Jeffrey,605488,92.1,,,83,81.5,,,
Bard, Daniel,453268,97.1,96.8,,87.6,89.7,,,
Guerra, Junior,448855,93.9,94.1,,,,81.8,86.1,
Alcala, Jorge,660896,96.9,,,88.6,89.2,,,
Crichton, Stefan,592233,91.7,92.3,,,86.5,77.8,,
Martinez, Carlos,593372,93.3,91.7,91.5,82.8,85.8,80.6,,
Hoffman, Jeff,656546,94.4,,,,85.3,77.7,,
Neris, Héctor,593576,93.8,94.4,,,,,85.5,
Greene, Shane,572888,92.8,92,87.3,80.6,86,,,
Cabrera, Génesis,650893,96.1,96.9,,,88.5,81.3,,
Waguespack, Jacob,621097,92.5,91.2,88.4,,82.3,75.8,,
Minter, A.J.,621345,95.5,,87.9,,85.4,,,
Holder, Jonathan,656547,92.1,,87.3,80.7,87.2,77.6,,
Treinen, Blake,595014,97.1,96.9,94.3,88.4,,,,
Ureña, José,570632,95.6,95.3,,85.6,90.4,,,
Ynoa, Huascar,660623,94.8,92.4,,86,86.6,,,
Workman, Brandon,519443,92.5,,87.5,,,79.2,,
Soto, Gregory,642397,96.6,97.3,,87.7,,,,
Loáisiga, Jonathan,642528,96.9,96.3,,,88.8,83.9,,
Junis, Jakob,596001,91.1,90.6,,80.1,84.3,,,
García, Rony,665621,93.3,,,86,88,81.3,,
Rodríguez, Richard,593144,92.9,93.5,,81.3,,,,
Rondón, Héctor,444468,95.7,95.3,,85.4,88.3,,,
Cole, A.J.,595918,93.4,,88.6,83.5,86.3,78.3,,
Jiménez, Joe,641729,94.2,,,83.9,89,,,
Benjamin, Wes,605138,90.9,91.4,85.5,,84.5,78.6,,
Slegers, Aaron,642083,91.2,91.3,,84.8,86.7,,,
Newberry, Jake,623470,93.4,,,83.3,86.8,,,
Alzolay, Adbert,640470,94.4,94.8,,85.1,85.1,80.8,,
Bass, Anthony,542914,95.1,94.5,,85.8,,,86.4,
Keller, Mitch,656605,93.9,,,86.9,88.8,78.1,,
Curtiss, John,595928,94,94.1,,85.2,,,,
Marshall, Evan,605359,92.8,93,,,87.7,82.1,,
Suero, Wander,593833,,,91,,86.2,77,,
Rosenthal, Trevor,572096,97.9,98.7,,87.5,87.8,,,
Maton, Phil,664208,93.5,92.4,85.4,,,76.7,,
Hudson, Daniel,543339,96.4,,,86,88.1,74.7,,
Wittgren, Nick,621295,92.9,93.3,86.5,84.9,86.1,,,
Stammen, Craig,489334,91.4,92.2,88.2,,87.2,80.6,,
Soria, Joakim,465657,92.4,93.4,88,77.4,87,70.9,,
Fry, Paul,643316,92.8,,,84.8,89.6,,,
Heuer, Codi,676051,97.6,,,87.8,89.1,,,
Cishek, Steve,518553,89.2,90.4,,78.2,82.4,,,
Nelson, Nick,656793,96.3,,,84.5,88.6,79.6,,
Zimmer, Kyle,622092,94.1,,,82.9,86.2,77.2,,
Turley, Nik,543867,94.2,,,,,76.6,,
Hader, Josh,623352,,94.5,,80.3,,,,
Floro, Dylan,571670,93.3,93.4,,88,86.2,,,
Kinley, Tyler,641755,95.9,,,89.4,88.4,,,
Thielbar, Caleb,573204,89.8,,78.8,77.5,,68.7,,
Cody, Kyle,621129,94.2,94.4,,83.2,86.1,,,
Hendriks, Liam,521230,96,,,86.8,90.4,83.9,,
Trivino, Lou,642152,95.4,95.4,90.6,,86.7,78.3,,
Reyes, Alex,621052,97.5,97.8,,86.8,90.7,81.9,,
Tepera, Ryan,572193,93.5,94,87.7,82.3,85,,,
Font, Wilmer,521655,95,94.3,,86,,76.5,84.6,
Pagán, Emilio,641941,94.5,93.6,86.4,,,81.9,,
Colomé, Alex,517008,94.4,,89.3,,,,,
LeBlanc, Wade,453281,86.8,86.9,83.6,,78.9,72.9,,
Romo, Sergio,489265,85.8,85.3,,76,79.7,,,
Díaz, Jairo,545064,95.2,95,,85.2,,,,
Widener, Taylor,642203,94.5,94.4,,85.9,86.3,,,
Altavilla, Dan,656186,97.3,,,90,,,,
Hand, Brad,543272,91.4,91.5,,79.6,,76,,
Hembree, Heath,592390,93.9,,,87.6,,80.9,,
Paredes, Enoli,660600,95.7,,,85.5,89.5,81,,
Selman, Sam,572125,91.2,91.3,,80,,,,
Jones, Nate,518858,95.5,95.9,,88,89.3,,,
Iglesias, Raisel,628452,96,96.7,,84.8,89.1,,,
Howard, Sam,607572,92,,,84.6,82.7,,,
Woodford, Jake,663765,92.7,93,,84.4,85.7,76.3,,
Cessa, Luis,570666,93.7,93.5,,83.7,87.5,80.4,,
Brice, Austin,592169,93.8,93.6,,,88.5,81.7,,
Rogers, Taylor,573124,94.4,94.6,,81.2,,77.6,,
Neverauskas, Dovydas,596720,94.7,,89.6,,,82.1,,
Phelps, David,475479,94.1,94,90.2,,,81.6,,
Boxberger, Brad,502202,92.5,,,88.3,81.2,78,,
Paxton, James,572020,92.1,,85.4,,82,79.7,,
Diekman, Jake,518617,95.1,94.8,,82.5,89.4,,,
Pressly, Ryan,519151,94.6,,,88.9,,81.3,,
Hearn, Taylor,621368,94.9,97.5,,83.7,85,,,
Duffey, Tyler,608648,92.6,92.8,,,,83.5,,
Baragar, Caleb,670056,93.8,94.4,,84.4,86.5,79.6,,
Harris, Will,501789,91.3,,90.5,,,80.8,,
Patiño, Luis,672715,96.7,,,84.6,89.1,,,
Hill, Tim,657612,91.4,89.8,,80.3,,,,
Sadler, Casey,594987,93.1,92.9,88.9,,86.7,80.7,,
González, Chi Chi,592346,92.3,92,87.5,85,87,80.8,,
Herget, Jimmy,623474,93.5,91.2,,82.9,85.2,77,,
Kremer, Dean,665152,92.8,93.3,87,,85.4,75.5,,
Webb, Tyler,643778,90,90.1,,,78.6,74.8,,
Wilson, Justin,458677,94.9,94.5,90.8,81.1,,,,
Scott, Tanner,656945,96.5,96.8,,88.3,,,,
Kintzler, Brandon,445213,92,91.3,,84.6,85.9,,,
Taylor, Blake,642130,93.7,,,85,88.5,,,
Loup, Aaron,571901,,92,85.4,,80.6,77.6,,
Farmer, Buck,571656,93.2,,,81.7,87.3,,,
James, Josh,657624,96.3,,,85.6,88.8,82.3,,
Ginkel, Kevin,656464,95.5,,,84,84.9,,,
Jeffress, Jeremy,502026,93.3,93.1,,,,80.5,88.7,
Ottavino, Adam,493603,92.8,93.4,86.3,81,88.4,,,
Fry, Jace,605240,90.4,89.7,86.6,,85,76.4,,
Raley, Brooks,548384,90.1,90.1,86.7,81.9,84.5,78.5,,
Ramirez, Noé,598287,88.7,,,,83.4,76.8,,
Sneed, Cy,605482,,,93,82.6,81.4,79.7,,
Underwood Jr., Duane,621249,94.5,94.2,,85.3,87.2,81.4,,
Chatwood, Tyler,543022,94.7,94.2,89.9,,85.4,80.3,,
Garcia, Bryan,650530,94.6,94.4,,87.3,86.7,,,
McGee, Jake,459429,94.9,96.5,,82.5,,,,
Claudio, Alex,592222,85.8,85.9,,76.4,72.8,,,
McFarland, T.J.,519008,,88.5,,78.3,81.8,,,
Graveman, Kendall,608665,94.1,95.1,92,86.8,88.8,79.2,,
Misiewicz, Anthony,664948,94,,90,,,81.9,,
Pearson, Nate,663878,96.3,,,84.5,87.7,77.2,,
Pomeranz, Drew,519141,94.6,,,,,84.1,,
Vincent, Nick,543883,89.1,89.4,87.4,82.8,83.1,,,
Melancon, Mark,453343,91.6,,91.9,,,81.8,84.1,
Beeks, Jalen,656222,93,,86.5,,88,,,
Morejon, Adrian,670970,96.6,,,85.3,84.3,80.7,,
Borucki, Ryan,621366,,94.8,,86.6,85,,,
Castillo, Diego,650895,96.3,96.1,,86.2,,,,
Funkhouser, Kyle,608335,95.2,95.3,,86.3,89.2,,,
Robles, Hansel,570663,95.4,95.6,,88.8,88.1,,,
Parker, Blake,453284,90.6,,,,,76.1,80,
Petit, Yusmeiro,433589,88.1,,84.4,,81.3,74.3,,
Wilson, Bryse,669060,94.1,93.2,,88.4,86.9,78.6,,
Detwiler, Ross,446321,91.9,91,83.1,83.3,85.2,78.1,,
Johnson, Pierce,572955,96.3,96.5,,,,84.8,,
Barnes, Jacob,606930,95.2,,89.5,,87.8,,,
Strahm, Matt,621381,92.9,92.9,,86.4,85.8,81.5,,
Báez, Pedro,520980,94.4,,,87.1,86.8,,,
Chavez, Jesse,445926,91,91.1,89,83.3,85.2,,,
Ferguson, Caleb,657571,95.5,,86.6,,91.8,,,
Osich, Josh,592612,92.3,92.6,87.2,76.9,,,,
Wick, Rowan,592858,94.9,,91.8,,,76.7,,
Rasmussen, Drew,656876,97.6,,,86.8,89.7,81.7,,
Kimbrel, Craig,518886,96.9,,,,,86,,
Lail, Brady,621078,90.1,90.1,,85.6,86.1,78.7,,
Newcomb, Sean,656794,93.4,,83.9,79.4,87,77.1,,
Garrett, Amir,607237,94.8,93.9,,85,,,,
Winkler, Dan,595465,92.9,92.3,87.9,,89.5,81.9,,
Rainey, Tanner,663432,96.6,,,87.1,,,,
Samardzija, Jeff,502188,90.3,91.1,87.5,83.9,,81.2,82.5,
Coonrod, Sam,656322,98.4,97.6,93.6,88.7,88.8,82.4,,
Hahn, Jesse,534910,95.2,94.9,,82,,78,,
Hill, Cam,657611,92.1,,,83.9,,78.4,,
Graterol, Brusdar,660813,98.8,99.3,,89.1,92.1,,,
Pivetta, Nick,601713,92.9,,,85.4,86.5,79.7,,
González, Victor,624647,95.1,94.9,,84.4,87.8,,,
Britton, Zack,502154,,94.8,,81.1,,,,
Montero, Rafael,606160,95.8,94.7,,85.7,89.1,,,
Guerra, Javy,457915,91.8,90.3,,85.9,84.2,78.8,,
López, Yoan,661255,95.4,,,85.7,,,,
Walden, Marcus,519393,92.4,92.7,89.9,84.7,,,,
Tate, Dillon,622253,95.2,93.9,85.5,,83.7,,,
Santana, Dennis,642701,94.9,94.3,,84.3,86.7,,,
Nova, Iván,467100,92.3,92.1,,,86.4,79.6,,
García, Jarlín,606424,93.7,,,83.5,85.9,,,
Miley, Wade,489119,90.2,89.5,85.9,80.6,82.1,75.1,,
Phillips, Evan,623465,94.5,,85.9,83.6,85.9,,,
Odorizzi, Jake,543606,92.9,,88.4,84.4,,74.9,84.8,
Hale, David,571735,92.8,92.4,,,82.6,81.6,,
Wood, Alex,622072,91,91.2,,84.6,84.7,,,
Martin, Chris,455119,94,93,89.9,82.6,,,86.2,
Schreiber, John,670167,89.8,89.7,,77.6,84.8,,,
Pérez, Oliver,424144,89.5,90,,76.1,,,,
Watson, Tony,453265,89.9,89.8,,81.2,84.1,,,
Gsellman, Robert,607229,93.8,93.4,88.2,89.4,85.9,79.3,,
Anderson, Shaun,641312,94.4,93.4,,88.3,87.6,,,
Bradley, Archie,605151,94.2,93.7,,,86.1,80,,
Perdomo, Luis,606131,93.7,93.9,,86.3,,,88.4,
Thorpe, Lewis,626929,89.7,,,81.9,82.3,72.7,,
Williams, Taylor,592865,95,94.6,,85.9,,,,
Yamamoto, Jordan,657141,89.8,90.1,86.2,77.8,81.8,74.2,,
Smeltzer, Devin,656970,87.5,,,77.7,80.6,73,,
Ryan, Kyle,594986,89,87.4,85,,,78,,
Smith, Caleb,592761,92.1,,,83.4,81.8,77.2,,
Houck, Tanner,656557,92.8,91.6,,82.2,,,88,
Ponce, Cody,664074,93.2,93.2,89.3,,84.6,78.3,,
Knebel, Corey,608349,94.2,93.8,,,87.6,78.1,,
Kickham, Mike,592464,89.3,90.5,,85.2,82.8,78.5,,
Kennedy, Ian,453178,93.5,93.1,89.7,,86.7,80.5,,
O'Day, Darren,503285,86,85.6,,78.3,,,,
Hart, Kyle,606996,88.7,89.9,,82.9,79.7,73.3,,
Adam, Jason,592094,94.8,,,82.6,89.6,79.3,,
Newsome, Ljay,664714,91.4,,,,84.6,77.1,,
Hernández, Carlos,672578,96.2,,,84.5,,82.5,85.9,
Stock, Robert,476594,96.8,,,84.6,82.3,,,
Kolarek, Adam,592473,91.2,89.1,,77.6,81.4,,,
Smith, Will,519293,92.6,,,81.6,,77.5,,
Brach, Brad,542960,90.3,90.4,87.1,81.1,83.3,,,
Smith, Riley,642092,,93.3,,83,86.7,80.8,,
