Year,Last_Name, first_name,4_Seamer_T,Sinker_T,Cutter_T,Slider_T,Changeup_T,Curve_T,Splitter_T,Knuckle_T
2017,Kennedy, Ian,89.59993639266924,89.50265090255776,,95.96267925640943,96.86479610018297,105.95365228953176,,
2017,Cashner, Andrew,87.88053462820437,88.54129052766456,,93.56633539302578,97.09298172114923,100.89588920594332,,
2017,Fiers, Mike,92.10272791201754,92.10272791201754,95.07721047434336,100.28216725213589,99.91750482576448,111.54525234270055,,
2017,Odorizzi, Jake,90.089553531427,,95.51789279403907,100.03876393356275,,114.01375031985575,98.01657726665364,
2017,Gibson, Kyle,89.01937524973619,89.79514322576874,,97.90016802999489,98.13326366816155,103.68797670598202,,
2017,Hellickson, Jeremy,91.48939121116061,91.38796173088215,94.85839065737134,,101.39230194496398,107.47319619459675,,
2017,Jiménez, Ubaldo,90.78407652120673,91.18577597484037,92.30900501820348,100.03876393356275,,110.05599663719053,98.25022822557294,
2017,Nova, Iván,88.54129052766456,89.11561241216833,,,95.40733967737927,102.27288024969691,,
2017,Freeland, Kyle,89.4055764438782,89.79514322576874,,95.62870241444976,95.29704217486209,103.03992685156962,,
2017,Perdomo, Luis,87.41457209040902,87.78694513445761,,97.66817711049254,,,94.5320429830914,
2017,González, Miguel,90.68420404978625,90.286901950992,,95.40733967737927,94.96767451757569,106.50121638405129,97.55259346894167,
2017,Montgomery, Jordan,89.69743360310738,89.89306595556783,,96.18662949971494,97.78403497183358,102.52729039957177,,
2017,Cueto, Johnny,90.286901950992,90.48511688392504,94.20793312143509,98.13326366816155,100.52675790397038,105.27706447159095,,
2017,Blach, Ty,90.98448287114317,91.48939121116061,,103.94948484395424,102.78296942799963,107.89521136290013,,
2017,Happ, J.A.,89.01937524973619,90.884169218584,,95.85109474564617,95.40733967737927,107.19368203024148,,
2017,Fulmer, Michael,86.13578002221077,85.95614335897362,,92.41249044983823,93.88603813354864,105.00884265128114,,
2017,Rodriguez, Eduardo,88.44628914297822,89.21205788014686,94.20793312143509,99.3155921460912,95.62870241444976,,,
2017,Holland, Derek,90.286901950992,90.58455107830298,,101.64234461313897,99.19607879814164,105.68197625802013,,
2017,Chatwood, Tyler,86.95352476925707,87.41457209040902,92.51620817200417,,93.56633539302578,103.94948484395424,,
2017,Kershaw, Clayton,88.82752314790486,87.13735885967834,,93.03830866958884,95.96267925640943,112.45831034277722,,
2017,Pivetta, Nick,87.2295677050325,87.88053462820437,,99.19607879814164,95.29704217486209,103.68797670598202,,
2017,García, Jaime,90.78407652120673,90.78407652120673,91.2867569006154,100.16031771720013,99.07685274189387,110.94473954408575,,
2017,Godley, Zack,90.884169218584,90.089553531427,91.99993468890148,,98.25022822557294,99.19607879814164,,
2017,Williams, Trevor,88.92334571872243,91.2867569006154,,98.13326366816155,96.751105024948,107.61350062827117,,
2017,Berríos, José,87.78694513445761,88.44628914297822,,,98.60280081489918,101.267741377464,,
2017,Morton, Charlie,86.13578002221077,86.86189829426313,93.56633539302578,,,102.39992730590771,95.29704217486209,
2017,Boyd, Matthew,89.01937524973619,90.089553531427,,95.62870241444976,101.89362358622459,110.49858107406932,,
2017,Sabathia, CC,92.41249044983823,90.884169218584,91.6929271204179,103.5577154287132,98.36747193467268,,,
2017,Taillon, Jameson,86.49731530037326,86.77046471711128,,,93.56633539302578,101.267741377464,,
2017,Hamels, Cole,89.50265090255776,89.69743360310738,92.82876292934202,,99.19607879814164,104.34422972310848,,
2017,Chavez, Jesse,90.3859007469909,89.69743360310738,91.48939121116061,97.90016802999489,96.751105024948,108.17840089403636,,
2017,Ramírez, JC,86.22588021051853,86.22588021051853,,93.67266077415421,98.25022822557294,104.47647842998188,,
2017,Pelfrey, Mike,88.92334571872243,89.69743360310738,,99.43539382539892,,117.4244180644668,101.39230194496398,
2017,Gallardo, Yovani,89.21205788014686,89.59993639266924,,92.51620817200417,95.40733967737927,102.27288024969691,,
2017,Colon, Bartolo,91.2867569006154,94.64057575345088,95.18699940098811,101.14348648006835,101.39230194496398,,,
2017,Snell, Blake,87.41457209040902,,,95.85109474564617,95.51789279403907,104.21231539981758,,
2017,Duffy, Danny,88.82752314790486,88.63649621640397,,99.3155921460912,98.48499579600443,112.45831034277722,,
2017,Hendricks, Kyle,95.85109474564617,96.18662949971494,95.96267925640943,,104.60906279347171,114.1716641014622,,
2017,Paxton, James,86.31616909032012,,92.82876292934202,,94.85839065737134,102.52729039957177,,
2017,Anderson, Chase,88.44628914297822,88.92334571872243,92.30900501820348,,98.60280081489918,105.41168987372852,,
2017,Wood, Alex,,89.69743360310738,,,96.86479610018297,98.72088800150384,,
2017,Peacock, Brad,89.01937524973619,89.89306595556783,,101.14348648006835,101.39230194496398,106.22672871295839,,
2017,Hill, Rich,92.41249044983823,94.20793312143509,97.20747816185815,112.61194191428373,98.95791294268392,111.24418553475805,,
2017,Montero, Rafael,87.78694513445761,88.54129052766456,,98.36747193467268,93.67266077415421,,,
2017,Senzatela, Antonio,87.41457209040902,,,99.5554848807436,96.86479610018297,106.22672871295839,,
2017,Keuchel, Dallas,92.82876292934202,92.9334176789805,95.07721047434336,105.00884265128114,104.74198409308222,,,
2017,Maeda, Kenta,89.59993639266924,91.18577597484037,93.77922807878919,98.25022822557294,98.36747193467268,109.76290476864942,,
2017,Cotton, Jharel,88.44628914297822,88.92334571872243,,93.14343670198386,105.81763989891617,106.7771262710566,,
2017,Eickhoff, Jerad,91.18577597484037,91.38796173088215,,97.32224496016022,102.01972955600955,108.03662055210447,,
2017,Wainwright, Adam,91.48939121116061,91.89737065914795,97.90016802999489,,101.267741377464,113.69922962931822,,
2017,Ryu, Hyun Jin,91.18577597484037,91.99993468890148,95.29704217486209,105.81763989891617,101.89362358622459,114.96784028069135,,
2017,Clevinger, Mike,89.11561241216833,89.01937524973619,,101.39230194496398,94.85839065737134,109.47136982902484,,
2017,Adleman, Tim,91.59104609028411,91.59104609028411,,,97.90016802999489,111.24418553475805,,
2017,Tomlin, Josh,93.88603813354864,93.99309176882063,96.41162746345697,,98.36747193467268,110.79562027050497,,
2017,Montgomery, Mike,89.30871233072124,,93.4602511125348,,98.95791294268392,106.7771262710566,,
2017,Cain, Matt,92.30900501820348,92.62015896770303,,99.19607879814164,99.3155921460912,110.64690131712175,,
2017,Gsellman, Robert,88.54129052766456,88.92334571872243,,92.9334176789805,96.52452164081463,102.65497071140187,,
2017,McCullers Jr., Lance,87.50736887606762,87.60036289187642,,,92.9334176789805,96.29899705754171,,
2017,Ramírez, Erasmo,89.4055764438782,90.089553531427,92.82876292934202,98.13326366816155,98.60280081489918,107.89521136290013,,
2017,Biagini, Joe,88.35149140541876,87.88053462820437,91.59104609028411,,95.51789279403907,104.60906279347171,,
2017,Shields, James,91.38796173088215,91.79503505707763,95.96267925640943,,99.79653932355411,105.54666002721602,,
2017,Garza, Matt,89.59993639266924,90.089553531427,,100.03876393356275,98.01657726665364,111.54525234270055,,
2017,Feldman, Scott,92.51620817200417,92.20575109760146,93.35440711353989,,100.89588920594332,109.18137944537179,,
2017,Sánchez, Aníbal,90.884169218584,90.884169218584,92.41249044983823,97.43728307477035,115.9380330256761,107.19368203024148,99.19607879814164,
2017,Gray, Jon,85.86660570964136,86.31616909032012,,91.89737065914795,93.03830866958884,102.91128774189228,,
2017,Lamet, Dinelson,86.77046471711128,87.13735885967834,,96.18662949971494,91.99993468890148,100.64950119811442,,
2017,Newcomb, Sean,87.88053462820437,,,102.14614805607894,95.85109474564617,105.27706447159095,,
2017,Norris, Daniel,88.54129052766456,88.73190686895123,,94.423758855963,95.73976943235274,106.50121638405129,,
2017,Salazar, Danny,86.49731530037326,86.86189829426313,,95.62870241444976,95.18699940098811,101.89362358622459,,
2017,Martinez, Nick,89.11561241216833,89.4055764438782,92.51620817200417,,96.41162746345697,103.42778103043376,,
2017,Musgrove, Joe,88.54129052766456,89.99120249045383,91.18577597484037,99.07685274189387,97.78403497183358,101.64234461313897,,
2017,Bridwell, Parker,89.11561241216833,89.89306595556783,91.99993468890148,,97.66817711049254,103.68797670598202,,
2017,Mejía, Adalberto,89.01937524973619,89.79514322576874,,98.01657726665364,98.83925837081019,103.42778103043376,,
2017,Liriano, Francisco,88.82752314790486,88.63649621640397,,96.29899705754171,96.52452164081463,107.89521136290013,,
2017,Tillman, Chris,90.78407652120673,91.18577597484037,91.6929271204179,96.86479610018297,98.48499579600443,108.89292137550291,,
2017,Conley, Adam,91.89737065914795,,,97.55259346894167,99.79653932355411,,,
2017,Wood, Travis,92.82876292934202,93.88603813354864,94.96767451757569,103.03992685156962,101.76782898920457,114.64804100313728,,
2017,Harvey, Matt,87.6935547672933,87.78694513445761,,93.03830866958884,95.51789279403907,101.76782898920457,,
2017,Graveman, Kendall,88.44628914297822,88.35149140541876,91.6929271204179,104.21231539981758,95.85109474564617,,,
2017,Bumgarner, Madison,90.48511688392504,,94.96767451757569,,99.5554848807436,105.68197625802013,,
2017,Lugo, Seth,89.69743360310738,90.48511688392504,93.14343670198386,96.18662949971494,95.96267925640943,108.03662055210447,,
2017,Hoffman, Jeff,87.32197190810986,,,99.67586636185695,94.96767451757569,107.3332571370517,,
2017,Gossett, Daniel,89.99120249045383,90.089553531427,,98.13326366816155,97.90016802999489,105.00884265128114,,
2017,Bailey, Homer,88.0683135483501,88.35149140541876,,94.64057575345088,91.08501821133227,105.68197625802013,95.51789279403907,
2017,Wheeler, Zack,86.95352476925707,87.41457209040902,,93.67266077415421,93.4602511125348,104.60906279347171,,
2017,Pineda, Michael,87.78694513445761,88.63649621640397,,96.86479610018297,92.62015896770303,,,
2017,Fister, Doug,93.35440711353989,91.79503505707763,96.86479610018297,,99.79653932355411,112.30509738590693,,
2017,Cahill, Trevor,89.79514322576874,90.68420404978625,96.86479610018297,,98.36747193467268,103.81856609729937,,
2017,Junis, Jakob,89.99120249045383,90.58455107830298,,101.39230194496398,100.64950119811442,108.74926316788351,,
2017,Leiter Jr., Mark,90.48511688392504,90.884169218584,95.73976943235274,100.64950119811442,98.48499579600443,114.01375031985575,,
2017,Volquez, Edinson,88.0683135483501,88.54129052766456,,,98.48499579600443,101.76782898920457,,
2017,Romano, Sal,86.406647254985,86.49731530037326,,94.74935802443186,92.72434362345973,100.52675790397038,,
2017,Castillo, Luis,84.63238345098122,85.06908305599144,,97.09298172114923,94.5320429830914,,,
2017,Stephenson, Robert,87.97432388607866,,,96.751105024948,,104.34422972310848,96.97875468383025,
2017,McCarthy, Brandon,88.44628914297822,88.73190686895123,90.286901950992,95.29704217486209,93.03830866958884,102.78296942799963,,
2017,Faria, Jake,89.79514322576874,,,98.95791294268392,,109.76290476864942,101.39230194496398,
2017,Andriese, Matt,89.50265090255776,,,95.40733967737927,95.85109474564617,101.76782898920457,,
2017,Lively, Ben,90.286901950992,90.3859007469909,,100.64950119811442,97.09298172114923,109.18137944537179,,
2017,Skaggs, Tyler,89.50265090255776,89.79514322576874,,,96.751105024948,109.03695963129061,,
2017,Anderson, Tyler,89.59993639266924,89.69743360310738,94.20793312143509,,99.67586636185695,108.3205538518472,,
2017,Hernández, Félix,90.68420404978625,91.18577597484037,,97.20747816185815,95.29704217486209,103.42778103043376,,
2017,Lorenzen, Michael,85.68808885785415,85.59910849559263,88.92334571872243,93.56633539302578,93.14343670198386,99.67586636185695,,
2017,Knebel, Corey,84.71936431783732,,,,,102.39992730590771,,
2017,Petit, Yusmeiro,91.99993468890148,92.72434362345973,96.29899705754171,,100.52675790397038,106.91561800422271,,
2017,Pruitt, Austin,89.99120249045383,89.99120249045383,,94.3157225185992,96.52452164081463,101.76782898920457,,
2017,Griffin, A.J.,94.423758855963,95.18699940098811,99.91750482576448,,103.03992685156962,124.70792962368489,,
2017,Givens, Mychal,86.406647254985,85.95614335897362,87.13735885967834,94.423758855963,96.29899705754171,,,
2017,Jackson, Edwin,88.54129052766456,88.44628914297822,,94.85839065737134,94.20793312143509,104.47647842998188,,
2017,Suter, Brent,96.0745238709274,95.85109474564617,,110.94473954408575,102.78296942799963,116.10132602993762,,
2017,Wood, Blake,85.77725440297161,85.77725440297161,,91.89737065914795,90.98448287114317,,96.86479610018297,
2017,Stammen, Craig,90.18811978255548,90.286901950992,96.29899705754171,,96.0745238709274,104.08073419350468,,
2017,Devenski, Chris,87.6935547672933,,,99.5554848807436,99.3155921460912,,,
2017,Velasquez, Vince,87.78694513445761,89.11561241216833,,97.09298172114923,94.10038981878505,102.14614805607894,,
2017,Koehler, Tom,88.73190686895123,88.44628914297822,,96.41162746345697,96.52452164081463,104.60906279347171,,
2017,Shoemaker, Matt,89.89306595556783,90.089553531427,,99.67586636185695,,108.17840089403636,96.86479610018297,
2017,Tepera, Ryan,86.77046471711128,86.77046471711128,93.03830866958884,99.3155921460912,,,,
2017,Swarzak, Anthony,87.04534475317392,,,94.64057575345088,,,,
2017,Price, David,87.50736887606762,87.32197190810986,92.9334176789805,,96.0745238709274,103.42778103043376,,
2017,Lyles, Jordan,87.6935547672933,88.1625042580275,,91.79503505707763,96.18662949971494,98.48499579600443,,
2017,Torres, Carlos,88.25689666087334,89.30871233072124,89.21205788014686,99.07685274189387,,102.91128774189228,,
2017,Guerra, Junior,89.59993639266924,90.089553531427,,102.78296942799963,,,98.13326366816155,
2017,Worley, Vance,91.38796173088215,91.6929271204179,93.99309176882063,,100.64950119811442,107.19368203024148,,
2017,Garrett, Amir,89.99120249045383,90.58455107830298,,103.68797670598202,102.01972955600955,,,
2017,Neris, Héctor,87.04534475317392,87.2295677050325,,93.67266077415421,,,94.74935802443186,
2017,Iglesias, Raisel,85.59910849559263,85.86660570964136,,96.63768051729859,93.4602511125348,123.95780673873038,,
2017,Barnes, Jacob,85.15696434014018,,90.884169218584,101.01953612898984,,,,
2017,Glasnow, Tyler,87.13735885967834,87.78694513445761,,,93.77922807878919,103.16888796152153,,
2017,Nicasio, Juan,86.49731530037326,86.58817382484841,,93.14343670198386,94.64057575345088,,,
2017,Hahn, Jesse,88.0683135483501,87.88053462820437,,97.55259346894167,96.751105024948,108.46308089638909,,
2017,Shaw, Bryan,86.58817382484841,,87.41457209040902,99.91750482576448,,,,
2017,Barnes, Matt,86.58817382484841,,,93.67266077415421,,101.89362358622459,,
2017,Rusin, Chris,90.48511688392504,90.286901950992,93.56633539302578,98.48499579600443,97.55259346894167,102.78296942799963,,
2017,Hand, Brad,88.1625042580275,88.44628914297822,,100.64950119811442,94.20793312143509,106.91561800422271,,
2017,Treinen, Blake,84.71936431783732,84.80652415767048,,92.51620817200417,92.41249044983823,,,
2017,Santiago, Héctor,92.41249044983823,90.78407652120673,96.86479610018297,103.81856609729937,99.43539382539892,110.64690131712175,,
2017,Minor, Mike,87.04534475317392,89.99120249045383,,93.14343670198386,95.07721047434336,99.91750482576448,,
2017,Reed, Addison,89.30871233072124,,,96.63768051729859,95.51789279403907,,,
2017,Bell, Chad,88.73190686895123,88.73190686895123,96.41162746345697,102.27288024969691,95.40733967737927,,,
2017,Ross, Joe,89.69743360310738,90.089553531427,,97.09298172114923,97.20747816185815,,,
2017,Rodón, Carlos,88.35149140541876,88.35149140541876,,96.86479610018297,98.72088800150384,,,
2017,McGowan, Dustin,87.88053462820437,87.88053462820437,,95.07721047434336,93.88603813354864,,,
2017,Báez, Pedro,84.80652415767048,85.15696434014018,,93.4602511125348,93.88603813354864,,,
2017,Bibens-Dirkx, Austin,91.08501821133227,91.59104609028411,,95.18699940098811,97.43728307477035,103.42778103043376,,
2017,Stripling, Ross,88.73190686895123,,,92.9334176789805,97.09298172114923,102.52729039957177,,
2017,Matz, Steven,89.11561241216833,88.54129052766456,,96.18662949971494,98.60280081489918,105.41168987372852,,
2017,Gaviglio, Sam,93.03830866958884,92.9334176789805,,98.95791294268392,98.25022822557294,104.21231539981758,,
2017,Brach, Brad,86.77046471711128,88.1625042580275,88.44628914297822,95.85109474564617,94.74935802443186,,94.3157225185992,
2017,Hendriks, Liam,86.86189829426313,87.60036289187642,,94.423758855963,93.4602511125348,104.34422972310848,,
2017,Allen, Cody,87.41457209040902,,,,,97.90016802999489,,
2017,Covey, Dylan,89.01937524973619,89.21205788014686,89.89306595556783,95.73976943235274,98.13326366816155,104.47647842998188,,
2017,Meyer, Alex,85.77725440297161,86.49731530037326,,96.41162746345697,91.59104609028411,96.86479610018297,,
2017,Barraclough, Kyle,86.95352476925707,,,102.91128774189228,93.03830866958884,,,
2017,Beck, Chris,87.13735885967834,87.60036289187642,,94.96767451757569,93.56633539302578,,,
2017,Arroyo, Bronson,97.66817711049254,98.83925837081019,97.66817711049254,113.07536554356062,108.89292137550291,114.80771794046755,,
2017,Kimbrel, Craig,83.8575193095175,84.11422600128134,,,,94.423758855963,,
2017,Bradley, Archie,85.59910849559263,85.77725440297161,,91.18577597484037,93.03830866958884,100.03876393356275,,
2017,Vázquez, Felipe,83.77229825330863,83.8575193095175,,96.0745238709274,93.248802580606,100.40431361906909,,
2017,Green, Chad,86.04586793450491,87.88053462820437,91.89737065914795,96.29899705754171,96.751105024948,,,
2017,Sewald, Paul,90.18811978255548,90.3859007469909,,99.43539382539892,99.91750482576448,,,
2017,Wilson, Justin,85.95614335897362,85.77725440297161,89.89306595556783,97.20747816185815,91.6929271204179,,,
2017,Jeffress, Jeremy,86.95352476925707,87.32197190810986,,,,102.78296942799963,92.20575109760146,
2017,Claudio, Alex,95.96267925640943,95.07721047434336,,106.91561800422271,115.9380330256761,,,
2017,Díaz, Edwin,84.63238345098122,,,93.67266077415421,,,,
2017,Duffey, Tyler,89.50265090255776,89.30871233072124,,,98.36747193467268,101.14348648006835,,
2017,Edwards Jr., Carl,86.58817382484841,90.48511688392504,,,,101.267741377464,,
2017,Peralta, Wily,85.95614335897362,85.77725440297161,,97.90016802999489,96.18662949971494,105.41168987372852,,
2017,Clippard, Tyler,90.68420404978625,90.286901950992,,102.14614805607894,104.21231539981758,,101.01953612898984,
2017,Kintzler, Brandon,87.97432388607866,88.25689666087334,,94.5320429830914,92.72434362345973,,,
2017,Wojciechowski, Asher,89.11561241216833,,,101.64234461313897,97.09298172114923,,,
2017,Ramos, AJ,89.21205788014686,89.21205788014686,90.3859007469909,102.91128774189228,96.52452164081463,109.61694345911663,,
2017,Hudson, Daniel,86.406647254985,86.406647254985,,95.29704217486209,95.85109474564617,,,
2017,Buchter, Ryan,89.01937524973619,,93.88603813354864,,,104.47647842998188,,
2017,Betances, Dellin,83.8575193095175,,,94.64057575345088,,98.60280081489918,,
2017,Hembree, Heath,86.49731530037326,86.77046471711128,,92.51620817200417,,102.52729039957177,,
2017,Norris, Bud,87.60036289187642,87.50736887606762,91.6929271204179,97.09298172114923,94.20793312143509,,,
2017,Saupold, Warwick,88.63649621640397,88.92334571872243,,93.14343670198386,95.51789279403907,100.89588920594332,,
2017,Leone, Dominic,87.2295677050325,87.60036289187642,93.03830866958884,98.83925837081019,,,,
2017,Triggs, Andrew,93.03830866958884,92.72434362345973,,99.91750482576448,100.16031771720013,109.32618233588289,,
2017,McHugh, Collin,91.08501821133227,91.89737065914795,96.52452164081463,102.91128774189228,94.20793312143509,111.6963976710782,,
2017,Greene, Shane,86.13578002221077,86.86189829426313,92.9334176789805,100.16031771720013,,102.65497071140187,,
2017,Holmberg, David,93.99309176882063,95.18699940098811,,102.52729039957177,100.89588920594332,112.76599381840727,,
2017,Asher, Alec,92.10272791201754,90.884169218584,93.67266077415421,100.89588920594332,99.67586636185695,104.21231539981758,,
2017,LeBlanc, Wade,94.5320429830914,94.64057575345088,97.09298172114923,102.52729039957177,105.14278250160167,113.07536554356062,,
2017,Gearrin, Cory,88.92334571872243,89.99120249045383,,97.20747816185815,97.09298172114923,,,
2017,Alexander, Scott,87.97432388607866,88.54129052766456,,96.18662949971494,95.85109474564617,,,
2017,Smoker, Josh,87.13735885967834,87.78694513445761,,102.14614805607894,,,97.90016802999489,
2017,Torres, José,87.04534475317392,87.04534475317392,,99.67586636185695,92.72434362345973,,,
2017,Parker, Blake,88.1625042580275,88.35149140541876,,,,103.81856609729937,100.16031771720013,
2017,Barnes, Danny,89.59993639266924,89.50265090255776,,98.60280081489918,103.68797670598202,,,
2017,Ottavino, Adam,87.32197190810986,87.50736887606762,95.85109474564617,101.14348648006835,,,,
2017,Davis, Wade,87.32197190810986,88.54129052766456,91.08501821133227,,,98.95791294268392,,
2017,Drake, Oliver,89.69743360310738,,,,,,98.95791294268392,
2017,Delgado, Randall,87.50736887606762,88.25689666087334,,96.0745238709274,94.96767451757569,103.81856609729937,,
2017,Stratton, Chris,89.89306595556783,90.18811978255548,90.3859007469909,98.01657726665364,98.01657726665364,106.50121638405129,,
2017,Weaver, Luke,88.44628914297822,88.44628914297822,93.14343670198386,,97.78403497183358,103.5577154287132,,
2017,Jennings, Dan,89.69743360310738,89.69743360310738,,99.19607879814164,,,,
2017,Barnette, Tony,88.63649621640397,89.21205788014686,92.9334176789805,,,104.87524361482916,93.88603813354864,
2017,Salas, Fernando,90.48511688392504,90.089553531427,,,95.62870241444976,99.3155921460912,,
2017,Castro, Miguel,86.77046471711128,86.406647254985,,97.55259346894167,95.62870241444976,,,
2017,Oh, Seunghwan,88.63649621640397,88.82752314790486,95.85109474564617,100.89588920594332,97.66817711049254,109.90925530834093,,
2017,Robertson, David,89.50265090255776,,89.99120249045383,100.16031771720013,94.3157225185992,99.79653932355411,,
