year,catcher,player_id,team_id,age,maxeff_arm_2b_3b_sba,exchange_2b_3b_sba,pop_2b_sba_count,pop_2b_sba,pop_2b_cs,pop_2b_sb,pop_3b_sba_count,pop_3b_sba,pop_3b_cs,pop_3b_sb
2017,Jesús Sucre,,139.00,29.00,84.00,0.71,11.00,1.97,2.06,1.94,4.00,1.51,1.53,1.44
2017,Travis d'Arnaud,,121.00,28.00,82.40,0.78,34.00,2.06,2.07,2.05,3.00,1.65,1.72,1.61
2017,Devin Mesoraco,,113.00,29.00,81.40,0.78,11.00,2.08,2.07,2.08,1.00,1.63,,1.63
2017,Alex Avila,,112.00,30.00,81.30,0.78,27.00,2.06,2.07,2.05,3.00,1.55,1.54,1.57
2017,Russell Martin,,141.00,34.00,81.60,0.71,28.00,2.01,2.07,1.99,7.00,1.66,1.56,1.78
2017,Jeff Mathis,,109.00,34.00,78.50,0.72,16.00,2.05,2.07,2.03,0.00,,,
2017,Stuart Turner,,113.00,25.00,84.10,0.82,7.00,2.03,2.07,2.01,0.00,,,
2017,Kurt Suzuki,,144.00,33.00,81.40,0.81,20.00,2.07,2.07,2.07,3.00,1.70,1.78,1.54
2017,Chris Gimenez,,142.00,34.00,81.40,0.76,19.00,2.06,2.08,2.04,3.00,1.61,1.63,1.57
2017,Cameron Rupp,,143.00,28.00,85.20,0.84,25.00,2.05,2.08,2.03,3.00,1.64,,1.64
2017,A.J. Ellis,,146.00,36.00,76.90,0.76,11.00,2.09,2.08,2.10,1.00,1.67,,1.67
2017,Juan Graterol,,108.00,28.00,82.10,0.78,21.00,2.04,2.08,2.03,0.00,,,
2017,Kevin Plawecki,,121.00,26.00,77.90,0.76,22.00,2.08,2.10,2.07,0.00,,,
2017,Bruce Maxwell,,133.00,26.00,79.30,0.73,30.00,2.10,2.11,2.10,2.00,1.65,1.68,1.63
2017,Jason Castro,,142.00,30.00,81.40,0.81,32.00,2.07,2.12,2.05,1.00,1.64,,1.64
2017,Stephen Vogt,,158.00,32.00,75.80,0.68,34.00,2.11,2.12,2.11,2.00,1.63,,1.63
2017,Carlos Ruiz,,136.00,38.00,79.00,0.78,14.00,2.08,2.13,2.06,3.00,1.61,1.57,1.63
2017,Brian McCann,,117.00,33.00,77.80,0.76,23.00,2.10,2.14,2.09,2.00,1.93,1.60,2.27
2017,Miguel Montero,,141.00,33.00,79.90,0.80,15.00,2.11,2.17,2.10,1.00,1.62,1.62,
2017,Tyler Flowers,,144.00,31.00,74.70,0.75,29.00,2.14,2.19,2.12,4.00,1.66,1.66,
2017,Brett Nicholas,,140.00,28.00,79.00,0.73,6.00,2.09,,2.09,1.00,1.67,,1.67
