year,maxeff_arm_2b_3b_sba,exchange_2b_3b_sba,first_name,last_name,time_second_base,time_third_base
2018,80.4,0.73,Jett,Bandy,215.23530348258706,152.52737910447757
2018,84.7,0.8,Austin,Romine,204.30836363636365,144.7839584415584
2018,82.4,0.75,Devin,Mesoraco,210.01114563106793,148.82525825242718
2018,81.4,0.79,Chris,Iannetta,212.59113513513512,150.65357837837837
2018,80.3,0.7,Jason,Castro,215.50334246575343,152.71732602739726
2018,81.1,0.76,Robinson,Chirinos,213.37753884093712,151.21086658446364
2018,77.8,0.71,Bobby,Wilson,222.42825706940874,157.62469511568122
2018,79.8,0.76,Francisco,Arcia,216.8536140350877,153.6742015037594
2018,77.2,0.77,Brian,McCann,224.15697409326424,158.84975751295335
2018,78.5,0.74,Kevin,Plawecki,220.44482038216563,156.21912458598726
2018,74.8,0.75,Tyler,Flowers,231.34917647058825,163.9465411764706
2018,83.1,0.74,Russell,Martin,208.24209867629364,147.57161588447653
2018,80.5,0.72,Christian,Vázquez,214.96793043478263,152.3379040993789
2018,78.4,0.8,Chance,Sisco,220.72599999999997,156.41838367346938
2018,79.5,0.77,Max,Stassi,217.67192955974843,154.25410415094336
2018,80.3,0.81,Kurt,Suzuki,215.50334246575343,152.71732602739726
2018,78.6,0.74,Jeff,Mathis,220.1643562340967,156.02037251908396
2018,76.0,0.72,Austin,Barnes,227.6962947368421,161.35791157894735
2018,79.4,0.78,Chris,Gimenez,217.9460755667506,154.4483788413098
