last_name, first_name,player_id,name_abbrev,team_id,position_name,age,bat_side,seconds_since_hit_000,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090
Altuve, Jose,514888,HOU,117,2B,30,R,0.00,0.55,0.85,1.11,1.34,1.55,1.76,1.94,2.13,2.31,2.48,2.65,2.82,2.98,3.15,3.32,3.48,3.65,3.84
Anderson, Brian,605119,MIA,146,3B,27,R,0.00,0.58,0.90,1.18,1.43,1.66,1.88,2.09,2.30,2.50,2.69,2.88,3.07,3.26,3.44,3.63,3.81,4.01,4.20
Anderson, Tim,641313,CWS,145,SS,27,R,0.00,0.55,0.86,1.12,1.35,1.56,1.76,1.95,2.14,2.32,2.50,2.67,2.84,3.01,3.17,3.34,3.51,3.68,3.87
Andrus, Elvis,462101,TEX,140,SS,31,R,0.00,0.56,0.89,1.16,1.41,1.65,1.86,2.07,2.27,2.47,2.66,2.85,3.04,3.22,3.41,3.59,3.77,3.96,4.15
Andújar, Miguel,609280,NYY,147,DH,25,R,0.00,0.57,0.90,1.18,1.43,1.65,1.86,2.06,2.26,2.46,2.65,2.84,3.03,3.21,3.39,3.57,3.75,3.94,4.12
Arcia, Orlando,606115,MIL,158,SS,25,R,0.00,0.58,0.92,1.20,1.46,1.69,1.91,2.12,2.33,2.53,2.73,2.92,3.11,3.30,3.49,3.67,3.86,4.06,4.28
Arenado, Nolan,571448,COL,115,3B,29,R,0.00,0.57,0.93,1.22,1.49,1.73,1.96,2.18,2.39,2.59,2.80,3.00,3.20,3.40,3.59,3.79,3.98,4.19,4.39
Arozarena, Randy,668227,TB,139,LF,25,R,0.00,0.55,0.87,1.14,1.37,1.59,1.80,2.00,2.18,2.37,2.55,2.72,2.90,3.07,3.24,3.41,3.58,3.75,3.93
Arraez, Luis,650333,MIN,142,2B,23,L,0.00,0.56,0.88,1.15,1.39,1.61,1.83,2.03,2.23,2.43,2.62,2.81,3.00,3.18,3.36,3.55,3.73,3.92,4.13
Arroyo, Christian,624414,BOS,111,2B,25,R,0.00,0.54,0.87,1.14,1.39,1.62,1.83,2.03,2.24,2.43,2.62,2.81,2.99,3.18,3.35,3.54,3.73,3.92,4.12
Bader, Harrison,664056,STL,138,CF,26,R,0.00,0.56,0.88,1.14,1.38,1.59,1.80,1.99,2.17,2.35,2.53,2.70,2.87,3.04,3.21,3.38,3.54,3.70,3.87
Barnes, Austin,605131,LAD,119,C,30,R,0.00,0.55,0.88,1.16,1.41,1.64,1.86,2.07,2.27,2.46,2.66,2.85,3.03,3.22,3.40,3.59,3.78,3.97,4.18
Barnhart, Tucker,571466,CIN,113,C,29,L,0.00,0.57,0.92,1.21,1.47,1.71,1.93,2.15,2.37,2.59,2.79,3.00,3.20,3.39,3.59,3.79,3.98,4.19,4.40
Barrero, Jose,676480,CIN,113,SS,22,R,0.00,0.58,0.91,1.18,1.43,1.66,1.88,2.09,2.29,2.49,2.67,2.85,3.04,3.22,3.40,3.59,3.78,3.97,4.16
Bart, Joey,663698,SF,137,C,23,R,0.00,0.55,0.88,1.16,1.41,1.65,1.87,2.08,2.28,2.47,2.67,2.86,3.04,3.23,3.41,3.59,3.76,3.95,4.14
Bell, Josh,605137,PIT,134,1B,27,L,0.00,0.57,0.91,1.19,1.45,1.69,1.91,2.13,2.33,2.54,2.73,2.92,3.12,3.30,3.49,3.67,3.86,4.06,4.28
Bellinger, Cody,641355,LAD,119,CF,24,L,0.00,0.55,0.86,1.11,1.34,1.55,1.75,1.94,2.12,2.30,2.48,2.66,2.83,3.00,3.17,3.33,3.50,3.68,3.88
Belt, Brandon,474832,SF,137,1B,32,L,0.00,0.57,0.90,1.18,1.43,1.67,1.89,2.11,2.31,2.52,2.72,2.91,3.10,3.29,3.49,3.68,3.87,4.06,4.28
Bemboom, Anthony,621532,LAA,108,C,30,L,0.00,0.56,0.90,1.18,1.43,1.66,1.88,2.09,2.30,2.50,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.01,4.22
Berti, Jon,542932,MIA,146,2B,30,R,0.00,0.55,0.86,1.12,1.34,1.56,1.76,1.95,2.14,2.32,2.50,2.67,2.84,3.01,3.18,3.34,3.51,3.68,3.84
Betts, Mookie,605141,LAD,119,RF,27,R,0.00,0.54,0.86,1.12,1.35,1.57,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.06,3.22,3.39,3.56,3.73,3.90
Bichette, Bo,666182,TOR,141,SS,22,R,0.00,0.55,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.51,3.69,3.87,4.05
Biggio, Cavan,624415,TOR,141,2B,25,L,0.00,0.55,0.87,1.14,1.37,1.59,1.80,2.00,2.19,2.39,2.57,2.75,2.93,3.11,3.28,3.45,3.63,3.81,4.00
Blackmon, Charlie,453568,COL,115,RF,33,L,0.00,0.56,0.88,1.15,1.39,1.61,1.83,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.51,3.69,3.87,4.06
Bogaerts, Xander,593428,BOS,111,SS,27,R,0.00,0.58,0.90,1.16,1.40,1.62,1.83,2.03,2.22,2.41,2.60,2.78,2.96,3.13,3.30,3.47,3.64,3.82,4.00
Bohm, Alec,664761,PHI,143,3B,23,R,0.00,0.57,0.90,1.18,1.43,1.65,1.87,2.08,2.28,2.47,2.66,2.85,3.03,3.22,3.39,3.57,3.75,3.93,4.12
Bonifacio, Jorge,593528,DET,116,LF,27,R,0.00,0.55,0.87,1.14,1.38,1.61,1.82,2.02,2.21,2.40,2.59,2.77,2.94,3.12,3.29,3.46,3.63,3.81,3.99
Bote, David,623520,CHC,112,3B,27,R,0.00,0.55,0.87,1.14,1.38,1.61,1.83,2.04,2.24,2.43,2.63,2.82,3.00,3.18,3.36,3.54,3.72,3.90,4.08
Bradley Jr., Jackie,598265,BOS,111,CF,30,L,0.00,0.55,0.87,1.13,1.37,1.59,1.80,2.01,2.20,2.39,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.86,4.06
Brantley, Michael,488726,HOU,117,DH,33,L,0.00,0.54,0.86,1.12,1.36,1.58,1.80,2.00,2.19,2.39,2.58,2.77,2.96,3.14,3.33,3.51,3.70,3.90,4.13
Braun, Ryan,460075,MIL,158,RF,36,R,0.00,0.56,0.90,1.17,1.42,1.65,1.87,2.08,2.28,2.47,2.67,2.85,3.04,3.23,3.41,3.60,3.78,3.97,4.15
Bregman, Alex,608324,HOU,117,3B,26,R,0.00,0.55,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.80,2.98,3.16,3.34,3.52,3.70,3.88,4.08
Brinson, Lewis,621446,MIA,146,RF,26,R,0.00,0.57,0.89,1.16,1.40,1.62,1.84,2.04,2.23,2.42,2.60,2.78,2.96,3.13,3.31,3.48,3.65,3.83,4.00
Brosseau, Mike,670712,TB,139,3B,26,R,0.00,0.56,0.87,1.14,1.38,1.60,1.81,2.01,2.21,2.40,2.59,2.77,2.95,3.13,3.31,3.49,3.66,3.84,4.04
Bruce, Jay,457803,PHI,143,LF,33,L,0.00,0.56,0.88,1.15,1.39,1.62,1.84,2.05,2.25,2.45,2.65,2.85,3.04,3.24,3.43,3.62,3.83,4.02,4.23
Bryant, Kris,592178,CHC,112,3B,28,R,0.00,0.57,0.91,1.19,1.44,1.66,1.88,2.09,2.30,2.49,2.68,2.87,3.05,3.23,3.41,3.59,3.77,3.95,4.14
Buxton, Byron,621439,MIN,142,CF,26,R,0.00,0.57,0.87,1.12,1.35,1.56,1.76,1.95,2.13,2.31,2.48,2.65,2.82,2.98,3.15,3.31,3.47,3.63,3.80
Báez, Javier,595879,CHC,112,SS,27,R,0.00,0.56,0.88,1.15,1.39,1.61,1.83,2.03,2.23,2.41,2.60,2.78,2.96,3.14,3.31,3.49,3.67,3.84,4.04
Cabrera, Asdrúbal,452678,WSH,120,1B,34,L,0.00,0.54,0.89,1.17,1.42,1.67,1.89,2.11,2.33,2.53,2.74,2.93,3.13,3.33,3.53,3.74,3.95,4.16,4.37
Calhoun, Kole,594777,AZ,109,RF,32,L,0.00,0.54,0.86,1.14,1.39,1.61,1.83,2.04,2.25,2.44,2.64,2.83,3.02,3.20,3.39,3.57,3.76,3.95,4.16
Calhoun, Willie,641432,TEX,140,DH,25,L,0.00,0.58,0.91,1.19,1.45,1.68,1.90,2.11,2.32,2.52,2.72,2.91,3.10,3.30,3.49,3.69,3.89,4.09,4.33
Camargo, Johan,622666,ATL,144,2B,26,L,0.00,0.54,0.87,1.14,1.37,1.59,1.80,2.01,2.21,2.42,2.62,2.80,2.99,3.18,3.36,3.54,3.74,3.93,4.13
Cameron, Daz,663662,DET,116,RF,23,R,0.00,0.55,0.87,1.11,1.34,1.56,1.76,1.96,2.16,2.34,2.52,2.70,2.88,3.05,3.22,3.39,3.57,3.74,3.93
Candelario, Jeimer,600869,DET,116,1B,26,L,0.00,0.54,0.87,1.14,1.38,1.61,1.82,2.04,2.23,2.43,2.62,2.81,2.99,3.17,3.36,3.54,3.72,3.91,4.10
Canha, Mark,592192,OAK,133,DH,31,R,0.00,0.56,0.89,1.16,1.41,1.63,1.85,2.05,2.25,2.44,2.63,2.81,3.00,3.18,3.36,3.53,3.71,3.89,4.07
Canó, Robinson,429664,NYM,121,2B,37,L,0.00,0.56,0.90,1.19,1.44,1.68,1.91,2.13,2.33,2.54,2.74,2.94,3.14,3.34,3.53,3.72,3.92,4.12,4.33
Caratini, Victor,605170,CHC,112,C,26,L,0.00,0.56,0.89,1.18,1.45,1.69,1.92,2.14,2.35,2.56,2.76,2.96,3.16,3.36,3.56,3.77,3.99,4.23,4.50
Carpenter, Matt,572761,STL,138,3B,34,L,0.00,0.53,0.87,1.15,1.39,1.63,1.85,2.06,2.27,2.47,2.67,2.86,3.05,3.24,3.43,3.63,3.82,4.01,4.23
Castellanos, Nick,592206,CIN,113,RF,28,R,0.00,0.57,0.90,1.17,1.42,1.65,1.86,2.07,2.27,2.47,2.66,2.84,3.03,3.21,3.39,3.57,3.74,3.92,4.10
Castro, Harold,605612,DET,116,RF,26,L,0.00,0.59,0.93,1.20,1.45,1.69,1.92,2.13,2.34,2.54,2.74,2.93,3.12,3.32,3.51,3.70,3.91,4.12,4.34
Castro, Willi,650489,DET,116,SS,23,L,0.00,0.55,0.88,1.14,1.38,1.60,1.81,2.01,2.20,2.39,2.57,2.75,2.93,3.10,3.27,3.45,3.62,3.80,3.96
Cave, Jake,595909,MIN,142,CF,27,L,0.00,0.54,0.86,1.12,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.74,2.92,3.10,3.27,3.45,3.63,3.81,4.01
Chapman, Matt,656305,OAK,133,3B,27,R,0.00,0.58,0.92,1.19,1.43,1.66,1.87,2.08,2.27,2.46,2.65,2.83,3.01,3.20,3.37,3.55,3.72,3.90,4.07
Chavis, Michael,656308,BOS,111,1B,24,R,0.00,0.57,0.89,1.15,1.39,1.62,1.82,2.03,2.23,2.41,2.60,2.78,2.96,3.14,3.31,3.49,3.66,3.84,4.03
Chirinos, Robinson,455139,NYM,121,C,36,R,0.00,0.60,0.95,1.24,1.50,1.75,1.98,2.19,2.41,2.63,2.84,3.06,3.27,3.48,3.68,3.89,4.10,4.35,4.61
Choi, Ji-Man,596847,TB,139,1B,29,L,0.00,0.58,0.92,1.20,1.46,1.69,1.92,2.14,2.35,2.55,2.75,2.95,3.15,3.35,3.56,3.76,3.98,4.21,4.41
Choo, Shin-Soo,425783,TEX,140,LF,37,L,0.00,0.57,0.90,1.17,1.42,1.65,1.86,2.07,2.27,2.47,2.66,2.85,3.04,3.23,3.41,3.60,3.79,3.98,4.18
Conforto, Michael,624424,NYM,121,RF,27,L,0.00,0.56,0.89,1.16,1.41,1.64,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.74,3.92,4.12
Contreras, Willson,575929,CHC,112,C,28,R,0.00,0.58,0.91,1.17,1.41,1.63,1.85,2.05,2.26,2.45,2.64,2.82,3.01,3.19,3.36,3.54,3.72,3.90,4.09
Cooper, Garrett,643265,MIA,146,1B,29,R,0.00,0.58,0.91,1.19,1.44,1.68,1.89,2.10,2.30,2.51,2.70,2.89,3.08,3.26,3.45,3.64,3.82,4.01,4.21
Correa, Carlos,621043,HOU,117,SS,25,R,0.00,0.56,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.41,2.60,2.78,2.96,3.13,3.31,3.48,3.66,3.84,4.03
Crawford, Brandon,543063,SF,137,SS,33,L,0.00,0.56,0.89,1.16,1.41,1.64,1.86,2.07,2.28,2.48,2.67,2.87,3.06,3.25,3.44,3.63,3.82,4.01,4.20
Crawford, J.P.,641487,SEA,136,SS,25,L,0.00,0.57,0.89,1.17,1.41,1.64,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.20,3.38,3.57,3.75,3.93,4.13
Cronenworth, Jake,630105,SD,135,2B,26,L,0.00,0.54,0.84,1.10,1.33,1.55,1.75,1.95,2.13,2.32,2.49,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.88
Cruz, Nelson,443558,MIN,142,DH,39,R,0.00,0.58,0.92,1.20,1.45,1.69,1.91,2.12,2.33,2.54,2.73,2.93,3.12,3.31,3.50,3.70,3.89,4.09,4.29
Dahl, David,621311,COL,115,CF,26,L,0.00,0.55,0.85,1.11,1.34,1.56,1.77,1.98,2.17,2.36,2.55,2.73,2.90,3.08,3.26,3.43,3.62,3.81,4.00
Davis, J.D.,605204,NYM,121,3B,27,R,0.00,0.57,0.89,1.16,1.41,1.63,1.84,2.05,2.24,2.43,2.62,2.81,2.99,3.17,3.34,3.52,3.69,3.87,4.05
Davis, Khris,501981,OAK,133,DH,32,R,0.00,0.55,0.88,1.15,1.40,1.63,1.85,2.06,2.26,2.46,2.66,2.85,3.05,3.24,3.44,3.63,3.83,4.02,4.23
DeJong, Paul,657557,STL,138,SS,26,R,0.00,0.57,0.89,1.16,1.41,1.63,1.85,2.05,2.25,2.44,2.64,2.82,3.01,3.19,3.37,3.55,3.74,3.92,4.14
DeShields, Delino,592261,CLE,114,CF,27,R,0.00,0.56,0.88,1.14,1.37,1.59,1.79,1.99,2.18,2.37,2.55,2.72,2.90,3.07,3.24,3.41,3.58,3.76,3.95
Delmonico, Nicky,547170,CWS,145,RF,27,L,0.00,0.54,0.86,1.13,1.38,1.62,1.83,2.04,2.25,2.45,2.64,2.83,3.02,3.20,3.39,3.57,3.76,3.95,4.16
Devers, Rafael,646240,BOS,111,3B,23,L,0.00,0.57,0.90,1.18,1.42,1.64,1.85,2.06,2.25,2.44,2.63,2.81,3.00,3.18,3.36,3.54,3.72,3.92,4.13
Dickerson, Alex,543105,SF,137,LF,30,L,0.00,0.56,0.89,1.16,1.41,1.63,1.84,2.05,2.24,2.43,2.63,2.82,3.00,3.18,3.36,3.54,3.72,3.90,4.09
Dickerson, Corey,572816,MIA,146,LF,31,L,0.00,0.56,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.80,2.98,3.16,3.34,3.51,3.69,3.89,4.07
Dietrich, Derek,518618,TEX,140,DH,30,L,0.00,0.56,0.88,1.16,1.40,1.63,1.85,2.06,2.25,2.45,2.64,2.82,3.01,3.19,3.38,3.56,3.74,3.93,4.14
Donaldson, Josh,518626,MIN,142,3B,34,R,0.00,0.57,0.90,1.18,1.44,1.69,1.92,2.14,2.35,2.55,2.75,2.94,3.13,3.32,3.51,3.71,3.90,4.11,4.33
Dozier, Hunter,641531,KC,118,1B,28,R,0.00,0.57,0.90,1.17,1.42,1.64,1.86,2.06,2.26,2.45,2.64,2.82,3.00,3.18,3.35,3.53,3.70,3.88,4.07
Drury, Brandon,592273,TOR,141,3B,27,R,0.00,0.55,0.90,1.19,1.45,1.69,1.91,2.12,2.33,2.53,2.73,2.92,3.11,3.29,3.48,3.67,3.86,4.04,4.24
Dubón, Mauricio,643289,SF,137,CF,25,R,0.00,0.55,0.87,1.13,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.27,3.44,3.62,3.79,3.97
Duvall, Adam,594807,ATL,144,LF,31,R,0.00,0.56,0.89,1.16,1.40,1.62,1.83,2.02,2.22,2.40,2.59,2.77,2.94,3.12,3.29,3.46,3.64,3.81,3.98
Dyson, Jarrod,502481,CWS,145,CF,35,L,0.00,0.53,0.83,1.08,1.31,1.52,1.72,1.91,2.09,2.27,2.45,2.62,2.80,2.97,3.15,3.33,3.52,3.72,3.94
Díaz, Aledmys,649557,HOU,117,2B,29,R,0.00,0.56,0.90,1.16,1.41,1.64,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.73,3.91,4.10
Díaz, Yandy,650490,TB,139,3B,28,R,0.00,0.57,0.91,1.19,1.44,1.68,1.90,2.11,2.32,2.52,2.72,2.91,3.10,3.29,3.48,3.67,3.86,4.05,4.25
Eaton, Adam,594809,WSH,120,RF,31,L,0.00,0.56,0.88,1.15,1.38,1.60,1.81,2.00,2.19,2.38,2.56,2.74,2.92,3.09,3.27,3.44,3.62,3.80,3.98
Edman, Tommy,669242,STL,138,3B,25,R,0.00,0.56,0.88,1.14,1.36,1.58,1.78,1.98,2.16,2.35,2.53,2.70,2.87,3.05,3.22,3.39,3.55,3.72,3.89
Edman, Tommy,669242,STL,138,3B,25,L,0.00,0.54,0.85,1.10,1.34,1.55,1.75,1.95,2.14,2.32,2.50,2.68,2.85,3.02,3.20,3.36,3.53,3.71,3.89
Encarnación, Edwin,429665,CWS,145,DH,37,R,0.00,0.56,0.90,1.18,1.43,1.67,1.89,2.10,2.31,2.51,2.72,2.91,3.10,3.29,3.48,3.66,3.85,4.04,4.24
Engel, Adam,641553,CWS,145,RF,28,R,0.00,0.54,0.84,1.09,1.31,1.51,1.71,1.90,2.09,2.27,2.44,2.61,2.78,2.94,3.11,3.27,3.44,3.60,3.76
Ervin, Phillip,640447,SEA,136,RF,27,R,0.00,0.54,0.85,1.12,1.37,1.59,1.81,2.01,2.21,2.40,2.59,2.77,2.95,3.12,3.30,3.48,3.66,3.84,4.03
Escobar, Eduardo,500871,AZ,109,3B,31,L,0.00,0.55,0.87,1.13,1.37,1.60,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.11,3.28,3.46,3.63,3.82,4.02
Estrada, Thairo,642731,NYY,147,2B,24,R,0.00,0.57,0.90,1.17,1.42,1.65,1.86,2.07,2.27,2.46,2.66,2.85,3.04,3.22,3.41,3.60,3.79,3.97,4.17
Farmer, Kyle,571657,CIN,113,SS,29,R,0.00,0.58,0.91,1.18,1.42,1.65,1.86,2.06,2.26,2.46,2.65,2.83,3.02,3.19,3.37,3.55,3.73,3.91,4.10
Fletcher, David,664058,LAA,108,SS,26,R,0.00,0.55,0.87,1.13,1.37,1.60,1.81,2.01,2.21,2.40,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.84,4.03
Flores, Wilmer,527038,SF,137,DH,28,R,0.00,0.57,0.92,1.21,1.47,1.71,1.94,2.16,2.38,2.58,2.78,2.98,3.18,3.37,3.56,3.76,3.95,4.15,4.36
Ford, Mike,645801,NYY,147,1B,27,L,0.00,0.58,0.93,1.22,1.48,1.72,1.94,2.16,2.37,2.58,2.78,2.99,3.18,3.38,3.58,3.78,3.98,4.19,4.42
France, Ty,664034,SEA,136,DH,25,R,0.00,0.56,0.92,1.21,1.46,1.70,1.93,2.15,2.36,2.57,2.77,2.97,3.17,3.36,3.55,3.75,3.94,4.14,4.36
Franco, Maikel,596748,KC,118,3B,27,R,0.00,0.56,0.91,1.20,1.45,1.69,1.92,2.13,2.34,2.54,2.74,2.93,3.13,3.32,3.51,3.69,3.88,4.08,4.28
Frazier, Adam,624428,PIT,134,2B,28,L,0.00,0.55,0.88,1.15,1.39,1.62,1.84,2.04,2.24,2.43,2.62,2.81,3.00,3.18,3.36,3.54,3.71,3.90,4.08
Frazier, Jackson,640449,NYY,147,RF,25,R,0.00,0.54,0.86,1.12,1.36,1.58,1.79,2.00,2.19,2.38,2.57,2.76,2.94,3.12,3.29,3.47,3.65,3.82,4.00
Frazier, Todd,453943,NYM,121,3B,34,R,0.00,0.56,0.90,1.18,1.44,1.67,1.90,2.12,2.34,2.55,2.76,2.96,3.16,3.36,3.56,3.77,3.98,4.20,4.42
Freeman, Freddie,518692,ATL,144,1B,30,L,0.00,0.55,0.88,1.16,1.41,1.64,1.86,2.06,2.26,2.45,2.64,2.83,3.01,3.20,3.38,3.56,3.74,3.93,4.15
Fuentes, Joshua,658069,COL,115,1B,27,R,0.00,0.59,0.92,1.20,1.45,1.67,1.89,2.10,2.30,2.49,2.68,2.87,3.05,3.23,3.41,3.59,3.77,3.95,4.14
Gallagher, Cam,595956,KC,118,C,27,R,0.00,0.58,0.93,1.22,1.48,1.72,1.94,2.16,2.37,2.57,2.79,2.99,3.18,3.38,3.58,3.77,3.96,4.16,4.37
Gallo, Joey,608336,TEX,140,RF,26,L,0.00,0.58,0.91,1.19,1.43,1.67,1.88,2.09,2.29,2.49,2.68,2.87,3.06,3.24,3.42,3.61,3.79,3.97,4.18
Galvis, Freddy,520471,CIN,113,SS,30,L,0.00,0.58,0.91,1.19,1.44,1.67,1.89,2.11,2.32,2.52,2.71,2.90,3.09,3.28,3.47,3.66,3.84,4.04,4.25
Garcia, Leury,544725,CWS,145,SS,29,L,0.00,0.54,0.85,1.10,1.33,1.55,1.75,1.95,2.13,2.32,2.50,2.68,2.86,3.03,3.21,3.37,3.55,3.73,3.94
García, Avisaíl,541645,MIL,158,CF,29,R,0.00,0.58,0.91,1.19,1.44,1.67,1.89,2.10,2.30,2.49,2.68,2.86,3.04,3.22,3.40,3.57,3.75,3.92,4.10
García, Luis,671277,WSH,120,2B,20,L,0.00,0.54,0.85,1.11,1.35,1.58,1.79,1.99,2.19,2.38,2.56,2.75,2.93,3.11,3.29,3.48,3.67,3.87,4.08
Gardner, Brett,458731,NYY,147,LF,36,L,0.00,0.55,0.86,1.12,1.35,1.57,1.78,1.97,2.16,2.35,2.53,2.71,2.88,3.05,3.22,3.40,3.57,3.75,3.98
Giménez, Andrés,665926,NYM,121,SS,21,L,0.00,0.55,0.86,1.12,1.35,1.57,1.77,1.97,2.16,2.34,2.52,2.69,2.86,3.03,3.20,3.37,3.54,3.70,3.88
Goldschmidt, Paul,502671,STL,138,1B,32,R,0.00,0.56,0.89,1.16,1.40,1.63,1.85,2.05,2.25,2.45,2.64,2.83,3.02,3.21,3.39,3.57,3.76,3.95,4.15
Gomes, Yan,543228,WSH,120,C,32,R,0.00,0.59,0.94,1.23,1.48,1.72,1.95,2.16,2.36,2.56,2.76,2.95,3.14,3.33,3.51,3.70,3.89,4.08,4.28
Gonzalez, Marwin,503556,MIN,142,3B,31,L,0.00,0.56,0.90,1.18,1.43,1.67,1.89,2.12,2.32,2.52,2.72,2.92,3.11,3.30,3.50,3.69,3.90,4.12,4.35
González, Erik,570481,PIT,134,SS,28,R,0.00,0.58,0.90,1.18,1.42,1.65,1.86,2.07,2.27,2.46,2.65,2.84,3.02,3.20,3.37,3.55,3.73,3.91,4.10
Goodwin, Brian,571718,CIN,113,CF,29,L,0.00,0.54,0.84,1.10,1.34,1.55,1.75,1.94,2.13,2.31,2.49,2.67,2.85,3.02,3.19,3.36,3.54,3.71,3.91
Gordon, Alex,460086,KC,118,LF,36,L,0.00,0.57,0.90,1.19,1.45,1.69,1.91,2.13,2.34,2.55,2.75,2.96,3.15,3.35,3.54,3.74,3.94,4.16,4.39
Gosselin, Phil,594838,PHI,143,DH,31,R,0.00,0.58,0.90,1.17,1.40,1.63,1.83,2.03,2.22,2.40,2.58,2.76,2.93,3.10,3.27,3.44,3.60,3.77,3.94
Grandal, Yasmani,518735,CWS,145,C,31,L,0.00,0.58,0.93,1.23,1.50,1.76,2.00,2.24,2.46,2.67,2.89,3.09,3.30,3.51,3.72,3.94,4.16,4.39,4.64
Gregorius, Didi,544369,PHI,143,SS,30,L,0.00,0.55,0.88,1.16,1.41,1.63,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.73,3.91,4.11
Grichuk, Randal,545341,TOR,141,CF,28,R,0.00,0.55,0.86,1.13,1.37,1.59,1.80,2.00,2.19,2.38,2.57,2.75,2.93,3.11,3.28,3.46,3.64,3.82,4.01
Grisham, Trent,663757,SD,135,CF,23,L,0.00,0.53,0.84,1.10,1.33,1.54,1.74,1.93,2.12,2.30,2.48,2.65,2.82,2.98,3.15,3.32,3.49,3.66,3.86
