last_name, first_name,pitcher,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed
Peralta, Wandy,593974,95.8,95,,87.5,87.4,,,
Phelps, David,475479,92.7,92.6,89.5,,86.4,80.1,,
Irvin, Cole,608344,89.8,,,84.2,83.4,76.4,,
Parsons, Wes,641149,94.1,93.3,,85.9,87.1,,,
Luciano, Elvis,672773,94.1,,,84.4,87.8,,,
Hill, Tim,657612,90.4,89.9,,78,,,,
Wieck, Brad,623364,93.7,,,84.1,,74.8,,
Mejía, Adalberto,606167,93,92,,84.5,81.1,,,
Tinoco, Jesus,622786,94.5,93.8,,87.7,,82.5,87.4,
Reid-Foley, Sean,656887,92.5,92.7,,83.8,85.6,81.1,,
Kluber, Corey,446372,92,91.3,88.1,,84.9,82.9,,
Eshelman, Thomas,664045,85.5,85.6,,80.8,78.7,76.2,,
Maton, Phil,664208,91,,84.4,,,77.4,,
Almonte, Yency,622075,95.7,94.7,,85.8,89,,,
Biddle, Jesse,592145,93.8,93.2,,87.1,,77.2,,
Avilán, Luis,501593,,90.4,,,82.4,75.4,,
Holland, Greg,518813,91.6,,,84.3,83.8,77.5,,
Ross, Tyson,475115,89.6,89.8,89.1,83.6,,,,
Smith, Josh A.,595001,91.3,91.6,89.5,86.9,81.7,78,,
Loáisiga, Jonathan,642528,96.8,96.9,,,89.6,84.2,,
Minter, A.J.,621345,96,94.2,91.5,86.3,86.1,,,
Wick, Rowan,592858,95.8,,91.8,83.5,,76.9,,
Alvarado, José,621237,98,98.1,92.4,,,86.8,,
Wood, Alex,622072,90,89.9,,,83.6,81.4,,
Hale, David,571735,93.7,93,,,82.2,82.1,,
Helsley, Ryan,664854,97.8,97.3,,88.8,87.7,80.9,,
Wright Jr., Mike,605541,93.3,92.3,,88.7,83.9,82.9,,
Dugger, Robert,667498,90.3,89.3,,79.1,79.2,72.8,,
Phillips, Evan,623465,94.1,94.1,,84.6,85.6,,,
May, Dustin,669160,95.7,96,90.8,,86.3,83,,
Sobotka, Chad,656977,96.1,96.1,,84.8,87.3,,,
Melville, Tim,543532,89.2,,,83.1,82.5,75.4,,
Blevins, Jerry,460283,88.8,,,,82.9,72.3,,
Fulmer, Carson,608334,93.6,,87.9,,86.5,82.8,,
Taillon, Jameson,592791,94.7,94.9,,88.7,88,82.2,,
Warren, Adam,476589,91.4,91.7,,85.5,84.9,78.8,,
Mills, Alec,621219,89.5,89.9,,78.2,80.7,67.6,,
Littell, Zack,641793,93.8,91.6,,86.4,87.9,74.1,,
Bowman, Matt,621199,92.5,91.3,93.5,89.3,,80.6,82,
Olson, Tyler,621397,87,87.7,,,81.5,73.5,,
Cordero, Jimmy,622772,97.4,97.4,90.7,83.5,88.5,,,
Newberry, Jake,623470,93.8,90.8,,83.6,87.1,,,
Suárez, Andrew,605498,92.6,92.8,,84.4,87.1,76,,
Webb, Jacob,657097,95.1,,,,85.8,81.6,,
Reininger, Zac,643617,94.4,93.1,,83.7,84.2,80.5,,
Jackson, Jay,543351,94.4,,,85.9,87.2,,,
Adams, Austin,613534,95.1,95.4,,89.4,,,,
Stumpf, Daniel,621385,92.2,,,81.4,85.9,,,
Baez, Michel,673258,96,,,84.8,86,78.2,,
Blach, Ty,621389,,90.2,84.4,81.9,79.9,77.1,,
Wang, Wei-Chung,623913,91.4,90.6,,84.1,83.6,76.8,,
Flynn, Brian,543169,90.7,90.3,,82.4,82.6,,,
McKay, David,641853,,93.8,,,,78.4,,
Kela, Keone,605309,96.2,,,,90.4,81.8,,
Tarpley, Stephen,605501,92.5,92.6,,81.4,87.4,76.9,,
Hall, Matt,664180,90.5,,84,81.7,82.2,76.7,,
McRae, Alex,656725,92.3,92.6,,87.2,86.2,80,,
Noesí, Hector,456051,,93,,88.1,86.2,80.1,,
Adams, Chance,664856,91.6,92.7,,83.4,85.7,79,,
Thorpe, Lewis,626929,91.2,,,84.6,84.2,73.6,,
Allen, Cody,592102,92.2,,,,,82.6,,
Guerrieri, Taylor,605260,93.8,93.8,87.7,,86.8,80.5,,
Johnson, DJ,597113,93.2,,91.8,,83.9,82.5,,
Boxberger, Brad,502202,90,,,85.3,78.2,,,
Stewart, Brock,592779,91.7,91.5,,83.6,82.7,,,
Wendelken, J.B.,605525,94.8,93.8,,85.1,86.4,80.2,,
Cole, A.J.,595918,94.4,,,83.8,86.5,78.8,,
Minaya, Juan,573668,93.4,,87.7,84.4,88.1,83.6,,
Burke, Brock,656271,92,90.8,,84.7,85.2,80.3,,
Crichton, Stefan,592233,93.6,93,,,87.3,78.8,,
Domínguez, Seranthony,622554,97.3,98.3,,89.6,91.1,,,
Ramírez, Yefry,606162,93.1,92.2,,88.3,86.9,80.3,,
Scott, Tanner,656945,95.9,95.5,,88.7,,,,
Morgan, Adam,605388,92.8,92.4,,81.3,83.5,77.2,,
Ramírez, Neil,519166,94.4,,,84.6,,79.4,,
Markel, Parker,571917,95.6,95.3,,83.1,84.6,,,
Montero, Rafael,606160,95.9,95.2,,85.1,89.9,,,
Reyes, Gerardo,622103,96.9,97,,88.1,,82.3,,
Fillmyer, Heath,641571,92.2,90.3,,83.3,86.2,78.6,,
Coonrod, Sam,656322,96.6,96.3,,86.5,88.7,,,
Allen, Logan,663531,92.6,,,83.5,82.4,76.6,,
Manaea, Sean,640455,,89.8,,79.3,81,78.7,,
Hicks, Jordan,663855,100.9,101.1,,87,91,,,
Dowdy, Kyle,664871,95.2,,,87.2,85.3,78.1,,
Zimmer, Kyle,622092,96.4,,,85.2,87.9,79.7,,
Anderson, Tyler,542881,91.2,91.4,87,,79.9,73.4,,
Dobnak, Randy,677976,93.4,92.2,,84.1,85.7,,,
Smith, Burch,572143,92.6,92,,85.7,82.2,78.2,,
Sadzeck, Connor,592712,96.4,94.3,,89.9,90.6,,,
Anderson, Tanner,664196,92.2,92.6,88.8,84.9,87.5,,,
Shoemaker, Matt,533167,90.3,90.5,,81.7,,76.4,84.3,
Payano, Pedro,622797,,93.5,,84.2,83.2,79.8,,
Otero, Dan,519096,88.6,89.1,,78.9,82.2,,,
Muñoz, Andrés,662253,99.9,101.1,99,86.3,95.7,,,
Jewell, Jake,657228,94.4,94.3,,84.8,88.6,,,
Faria, Jake,607188,93.5,,,84.3,,,82.4,
Shawaryn, Mike,642067,91.8,87.1,,84.9,84.5,81,,
Davis, Austin,656354,93.8,,,84.5,84.8,82.6,,
Nelson, Jimmy,519076,92.3,93,,85.5,87.2,82.8,,
Rosenthal, Trevor,572096,98,98.3,,88,87.6,,,
Zeuch, T.J.,643615,90.7,91.9,,83.4,83.1,75.5,,
Gagnon, Drew,543193,92.1,,,84.4,82.1,79.1,,
Ginkel, Kevin,656464,93.5,,,83.5,83.7,,,
Adam, Jason,592094,94.4,,,,89.4,77.7,,
Skoglund, Eric,607215,89.8,89.6,,,84.1,78.8,,
Lakins Sr., Travis,664042,93.7,,90.4,,87.3,81.7,,
Tuivailala, Sam,592815,93.5,93.3,,86.8,,78.8,,
Duke, Zach,435043,87.7,89,,80.4,,74.1,,
Fairbanks, Pete,664126,97.4,,,89.9,,,,
Boshers, Buddy,542953,,92.6,,,84.4,80.4,,
Stewart, Kohl,640464,91.9,91.6,,84.7,85,77.3,,
Howard, Sam,607572,92.6,,,85.1,,,,
Thornburg, Tyler,592804,93.7,,,,85.5,78.3,,
Bashlor, Tyler,641341,95.6,,,82.2,87.4,,,
Festa, Matt,670036,92.6,92,92.1,86.2,,81.7,,
Kimbrel, Craig,518886,96.2,,,,,85.9,,
Lovelady, Richard,663992,93.4,94.3,,87.3,89.3,,,
Bergen, Travis,664157,90.5,,,,85.9,78.5,,
Martin, Corbin,656686,95.3,,,89,87.3,83.6,,
Rosscup, Zac,573127,92.4,92.3,,86.2,,,,
Cabrera, Génesis,650893,96.4,95.2,,,88.2,82.7,,
Oh, Seunghwan,493200,91.1,,82.2,82.7,82.5,73.4,,
Strickland, Hunter,519326,95.9,95.4,91.1,83.6,89.4,,,
Lockett, Walker,621141,92.5,93.1,,,86.4,80,,
Stashak, Cody,664054,91.7,,,82.2,85.4,,,
Koch, Matt,571863,92.3,,88.9,,85.5,79.9,,
Sipp, Tony,448609,90.4,,,83.2,,,78,
Harvey, Joe,642840,95.2,,,87.2,90.8,,,
Wilson, Bryse,669060,94.7,93,,86.6,84.9,79.8,,
Burr, Ryan,621114,95,,87.3,83.1,,,,
Scott, Tayler,605463,94.7,94.4,,88.9,,,,
McClain, Reggie,596035,,93.7,,84,87.8,,,
Winkler, Dan,595465,92.1,89.6,90.4,,,83.3,,
Wright, Kyle,657140,94.7,94.1,,87.1,85.6,80.7,,
Tate, Dillon,622253,93.6,93.6,84.6,,84.7,,,
Gustave, Jandel,594311,96.1,96,,85.4,,,,
Edwards Jr., Carl,605218,93.9,91.2,,,87.8,79.2,,
Clase, Emmanuel,661403,99.5,,99.2,90.5,,,,
Bolaños, Ronald,671790,94.3,94.1,,83,86.2,76.4,,
Smith, Joe,501925,88.9,87.1,,79.6,77.9,,,
Sneed, Cy,605482,92.5,92.6,91.2,81.7,79.6,79.2,,
Tepera, Ryan,572193,93.4,93.7,88.2,82.3,85.6,,,
Mayers, Mike,594577,94.8,,,85.7,89.2,76.8,,
Hammer, JD,670456,94.4,,,84.5,,,,
Armenteros, Rogelio,660494,90.9,,,84.3,82.7,78.8,,
Wilkerson, Aaron,658792,89.8,,,82.7,83.2,74.5,,
Palumbo, Joe,643478,93.9,,,,87.1,78.9,,
Estrada, Marco,462136,87.3,,83.8,,75.7,75.4,,
Hernández, Jonathan,642546,96,96.9,,88.5,89.7,,,
Marvel, James,621086,90.3,90.6,,,84.5,79.6,,
Sewald, Paul,623149,91,88.4,,81.8,81.2,,,
Rodriguez, Jose,642578,93.4,93.2,,84.6,86.1,80,,
DuRapau, Montana,657566,92.2,,86.3,,85.3,81.2,,
Staumont, Josh,622251,95.9,95.7,94.9,,,81.6,,
Hildenberger, Trevor,657610,90.8,87.3,,76.6,76.7,,,
Garrett, Reed,657585,95.7,,90.5,85.2,,,88,
Shepherd, Chandler,605469,92.1,,,86,85.9,81.8,,
Menez, Conner,669214,91.2,,,84.5,82.7,80,,
Sherfy, Jimmie,642073,92.5,,,78.2,85.5,71.2,,
Romano, Jordan,605447,94.6,97.2,,84.7,,,,
Dunn, Mike,445197,91.4,91.5,,85.2,,74.8,,
Grotz, Zac,665093,92.2,91,,87.7,,81.3,82.3,
McGowin, Kyle,641851,91.5,90.9,,83.5,84.4,79.9,,
Volquez, Edinson,450172,93.9,93.4,,,83.1,80.8,,
Valdez, Phillips,570488,91.7,92.2,,84.7,84.8,,,
Chargois, JT,608638,95.5,96.2,,86.8,,,,
Adams, Austin,542866,96.2,,,86.7,89.8,,,
Smith, Josh D.,605479,90.6,89.8,,80.2,84.6,,,
Ramos, Edubray,591693,91.5,,,80.8,89.1,,,
Mazza, Chris,607391,90.6,92,88.3,82,84.5,,,
Neshek, Pat,450212,,88.5,87.9,81.6,63.4,,,
Altavilla, Dan,656186,96.6,,,87.9,,,,
Romero, Fernando,622864,96.6,97.1,,87.3,92.2,,,
Alexander, Scott,518397,,92.8,,84.2,87,,,
Miller, Justin,502522,92.1,92.4,,85.8,88.3,,,
Flexen, Chris,623167,94.3,92.5,88.1,,83.6,78.1,,
Tropeano, Nick,607374,90.8,90.1,,78.9,81.6,,82.8,
Lucas, Josh,572998,90.3,89.8,,83.3,,81.5,,
Gómez, Jeanmar,491646,91,91.1,,83.8,84.5,75.4,,
Gibaut, Ian,664139,95.2,,,87.6,85.7,,,
Romano, Sal,607219,95.3,96,,87.1,,81.4,,
Williams, Taylor,592865,95.3,95.2,,86.3,89.6,,,
Cueto, Johnny,456501,91.3,91.1,,84.1,83.4,80.8,,
Rogers, Josh,642028,89.4,87.8,,80.3,82.2,77.8,,
Black, Ray,605143,98.2,,,86,,,,
Alaniz, R.J.,595798,93.7,93.5,,85.7,86.7,83.4,,
Kay, Anthony,641743,93.4,,,,85.4,78.1,,
Rogers, Tyler,643511,82.2,83.1,,72.8,,,,
Williams, Devin,642207,96.4,96,91.5,87.8,85.9,,,
Despaigne, Odrisamer,628333,93,92.5,86.9,80.9,78.5,73.1,,
Dull, Ryan,623430,91.1,,,82.8,85.8,,,
Santana, Ervin,429722,90,90.1,,82.2,83.4,,,
